Unnamed: 0,id,title,title_zh,authors,url,subjects,subject_split
0,arXiv:2405.10939,DINO as a von Mises-Fisher mixture model,DINO作为von Mises-Fisher混合模型,"Hariprasath Govindarajan, Per Sidén, Jacob Roll, Fredrik Lindsten",https://arxiv.org/pdf/2405.10939.pdf,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computer Vision and Pattern Recognition (cs.CV)"
1,arXiv:2405.10938,Observational Scaling Laws and the Predictability of Language Model Performance,观察性标度律与语言模型性能的可预测性,"Yangjun Ruan, Chris J. Maddison, Tatsunori Hashimoto",https://arxiv.org/pdf/2405.10938.pdf,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Machine Learning (stat.ML)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL),  Machine Learning (stat.ML)"
2,arXiv:2405.10936,A Survey on Large Language Models with Multilingualism: Recent Advances and New Frontiers,多语大型语言模型研究综述：最新进展与新前沿,"Kaiyu Huang, Fengran Mo, Hongliang Li, You Li, Yuanchi Zhang, Weijian Yi, Yulong Mao, Jinchen Liu, Yuzhuang Xu, Jinan Xu, Jian-Yun Nie, Yang Liu",https://arxiv.org/pdf/2405.10936.pdf,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI)"
3,arXiv:2405.10934,Reconstruction of Manipulated Garment with Guided Deformation Prior,基于引导变形先验的人工服装重构,"Ren Li, Corentin Dumery, Zhantao Deng, Pascal Fua",https://arxiv.org/pdf/2405.10934.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
4,arXiv:2405.10931,FitNets: An Adaptive Framework to Learn Accurate Traffic Distributions,FitNets:一个学习精确流量分布的自适应框架,"Alexander Dietmüller, Laurent Vanbever",https://arxiv.org/pdf/2405.10931.pdf,"Subjects:
Networking and Internet Architecture (cs.NI)",Networking and Internet Architecture (cs.NI)
5,arXiv:2405.10928,The Local Interaction Basis: Identifying Computationally-Relevant and Sparsely Interacting Features in Neural Networks,局部交互基础：识别神经网络中的计算相关和稀疏交互特征,"Lucius Bushnaq, Stefan Heimersheim Nicholas Goldowsky-Dill, Dan Braun, Jake Mendel, Kaarel Hänni, Avery Griffin, Jörn Stöhler, Magdalena Wache, Marius Hobbhahn",https://arxiv.org/pdf/2405.10928.pdf,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
6,arXiv:2405.10927,Using Degeneracy in the Loss Landscape for Mechanistic Interpretability,利用损失景观中的退化性进行机械解释,"Lucius Bushnaq, Jake Mendel, Stefan Heimersheim, Dan Braun, Nicholas Goldowsky-Dill, Kaarel Hänni, Cindy Wu, Marius Hobbhahn",https://arxiv.org/pdf/2405.10927.pdf,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
7,arXiv:2405.10924,Boosting Few-Pixel Robustness Verification via Covering Verification Designs,通过覆盖验证设计增强少像素鲁棒性验证,"Yuval Shapira, Naor Wiesel, Shahar Shabelman, Dana Drachsler-Cohen",https://arxiv.org/pdf/2405.10924.pdf,"Subjects:
Machine Learning (cs.LG); Logic in Computer Science (cs.LO); Programming Languages (cs.PL)","Machine Learning (cs.LG),  Logic in Computer Science (cs.LO),  Programming Languages (cs.PL)"
8,arXiv:2405.10923,Randomized Householder QR,随机住户QR,"Laura Grigori, Edouard Timsit",https://arxiv.org/pdf/2405.10923.pdf,"Subjects:
Numerical Analysis (math.NA)",Numerical Analysis (math.NA)
9,arXiv:2405.10918,GenToC: Leveraging Partially-Labeled Data for Product Attribute-Value Identification,GenToC：利用部分标记数据进行产品属性价值识别,"D. Subhalingam, Keshav Kolluru, Mausam, Saurabh Singal",https://arxiv.org/pdf/2405.10918.pdf,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Information Retrieval (cs.IR); Machine Learning (cs.LG)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI),  Information Retrieval (cs.IR),  Machine Learning (cs.LG)"
10,arXiv:2405.10913,Blackbox Adaptation for Medical Image Segmentation,用于医学图像分割的黑盒自适应算法,"Jay N. Paranjape, Shameema Sikder, S. Swaroop Vedula, Vishal M. Patel",https://arxiv.org/pdf/2405.10913.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
11,arXiv:2405.10912,Synthesis of Temporal Causality,时间因果关系的综合,"Bernd Finkbeiner, Hadar Frenkel, Niklas Metzger, Julian Siber",https://arxiv.org/pdf/2405.10912.pdf,"Subjects:
Logic in Computer Science (cs.LO)",Logic in Computer Science (cs.LO)
12,arXiv:2405.10906,POSTER: Testing network-based RTK for GNSS receiver security,帖子：测试基于网络的RTK的GNSS接收器安全性,"Marco Spanghero, Panos Papadimitratos",https://arxiv.org/pdf/2405.10906.pdf,"Subjects:
Cryptography and Security (cs.CR)",Cryptography and Security (cs.CR)
13,arXiv:2405.10904,Broadening Privacy and Surveillance: Eliciting Interconnected Values with a Scenarios Workbook on Smart Home Cameras,拓宽隐私和监控：用智能家庭摄像头场景手册激发相互关联的价值观,"Richmond Y. Wong, Jason Caleb Valdez, Ashten Alexander, Ariel Chiang, Olivia Quesada, James Pierce",https://arxiv.org/pdf/2405.10904.pdf,"Subjects:
Human-Computer Interaction (cs.HC); Computers and Society (cs.CY)","Human-Computer Interaction (cs.HC),  Computers and Society (cs.CY)"
14,arXiv:2405.10902,Where do developers admit their security-related concerns?,开发人员在哪里承认他们的安全相关担忧？,"Moritz Mock, Thomas Forrer, Barbara Russo",https://arxiv.org/pdf/2405.10902.pdf,"Subjects:
Software Engineering (cs.SE)",Software Engineering (cs.SE)
15,arXiv:2405.10894,Labelled Well Quasi Ordered Classes of Bounded Linear Clique Width,有界线性群宽度的标记阱拟序类,Aliaume Lopez,https://arxiv.org/pdf/2405.10894.pdf,"Subjects:
Logic in Computer Science (cs.LO)",Logic in Computer Science (cs.LO)
16,arXiv:2405.10893,"COGNET-MD, an evaluation framework and dataset for Large Language Model benchmarks in the medical domain",COGNET-MD，医学领域大型语言模型基准的评估框架和数据集,"Dimitrios P. Panagoulias, Persephone Papatheodosiou, Anastasios P. Palamidas, Mattheos Sanoudos, Evridiki Tsoureli-Nikita, Maria Virvou, George A. Tsihrintzis",https://arxiv.org/pdf/2405.10893.pdf,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI)"
17,arXiv:2405.10892,Neuroscheduling for Remote Estimation,用于远程估计的神经调度,"Marcos M. Vasconcelos, Yifei Zhang",https://arxiv.org/pdf/2405.10892.pdf,"Subjects:
Systems and Control (eess.SY)",Systems and Control (eess.SY)
18,arXiv:2405.10891,Prioritising GitHub Priority Labels,对GitHub优先级标签进行优先级排序,"James Caddy, Christoph Treude",https://arxiv.org/pdf/2405.10891.pdf,"Subjects:
Software Engineering (cs.SE)",Software Engineering (cs.SE)
19,arXiv:2405.10887,Preservation theorems on sparse classes revisited,重新审视稀疏类的保持定理,"Anuj Dawar, Ioannis Eleftheriadis",https://arxiv.org/pdf/2405.10887.pdf,"Subjects:
Logic in Computer Science (cs.LO); Logic (math.LO)","Logic in Computer Science (cs.LO),  Logic (math.LO)"
20,arXiv:2405.10885,FA-Depth: Toward Fast and Accurate Self-supervised Monocular Depth Estimation,FA深度：实现快速准确的自监督单目深度估计,"Fei Wang, Jun Cheng",https://arxiv.org/pdf/2405.10885.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
21,arXiv:2405.10883,Application of Artificial Intelligence in Schizophrenia Rehabilitation Management: Systematic Literature Review,人工智能在精神分裂症康复管理中的应用：系统文献综述,"Hongyi Yang, Fangyuan Chang, Dian Zhu, Muroi Fumie, Zhao Liu",https://arxiv.org/pdf/2405.10883.pdf,"Subjects:
Artificial Intelligence (cs.AI)",Artificial Intelligence (cs.AI)
22,arXiv:2405.10880,The MESA Security Model 2.0: A Dynamic Framework for Mitigating Stealth Data Exfiltration,MESA安全模型2.0：一个用于缓解数据泄露的动态框架,"Sanjeev Pratap Singh, Naveed Afzal",https://arxiv.org/pdf/2405.10880.pdf,"Subjects:
Cryptography and Security (cs.CR)",Cryptography and Security (cs.CR)
