id,title,title_zh,authors,url,subjects,subject_split
arXiv:2601.15288,APPLE: Attribute-Preserving Pseudo-Labeling for Diffusion-Based Face Swapping,APPLE：面向基于扩散的面部交换的属性保留伪标签方法,"Jiwon Kang, Yeji Choi, JoungBin Lee, Wooseok Jang, Jinhyeok Choi, Taekeun Kang, Yongjae Park, Myungin Kim, Seungryong Kim",https://arxiv.org/pdf/2601.15288,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2601.15287,Towards Understanding Best Practices for Quantization of Vision-Language Models,理解视觉-语言模型量化的最佳实践,"Gautom Das, Vincent La, Ethan Lau, Abhinav Shrivastava, Matthew Gwilliam",https://arxiv.org/pdf/2601.15287,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2601.15286,Iterative Refinement Improves Compositional Image Generation,迭代优化提升组合图像生成效果,"Shantanu Jaiswal, Mihir Prabhudesai, Nikash Bhardwaj, Zheyang Qin, Amir Zadeh, Chuan Li, Katerina Fragkiadaki, Deepak Pathak",https://arxiv.org/pdf/2601.15286,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG); Robotics (cs.RO)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG),  Robotics (cs.RO)"
arXiv:2601.15284,Walk through Paintings: Egocentric World Models from Internet Priors,穿越画作：基于互联网先验的自体视角世界建模,"Anurag Bagchi, Zhipeng Bao, Homanga Bharadhwaj, Yu-Xiong Wang, Pavel Tokmakov, Martial Hebert",https://arxiv.org/pdf/2601.15284,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2601.15283,LuxRemix: Lighting Decomposition and Remixing for Indoor Scenes,LuxRemix：室内场景的光照分解与重构,"Ruofan Liang, Norman Müller, Ethan Weber, Duncan Zauss, Nandita Vijaykumar, Peter Kontschieder, Christian Richardt",https://arxiv.org/pdf/2601.15283,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Graphics (cs.GR)","Computer Vision and Pattern Recognition (cs.CV),  Graphics (cs.GR)"
arXiv:2601.15282,Rethinking Video Generation Model for the Embodied World,面向具身化世界的视频生成模型重构,"Yufan Deng, Zilin Pan, Hongyu Zhang, Xiaojie Li, Ruoqing Hu, Yufei Ding, Yiming Zou, Yan Zeng, Daquan Zhou",https://arxiv.org/pdf/2601.15282,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Robotics (cs.RO)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Robotics (cs.RO)"
arXiv:2601.15281,StableWorld: Towards Stable and Consistent Long Interactive Video Generation,StableWorld：实现稳定且一致的长时交互视频生成,"Ying Yang, Zhengyao Lv, Tianlin Pan, Haofan Wang, Binxin Yang, Hubery Yin, Chen Li, Ziwei Liu, Chenyang Si",https://arxiv.org/pdf/2601.15281,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2601.15279,MolecularIQ: Characterizing Chemical Reasoning Capabilities Through Symbolic Verification on Molecular Graphs,MolecularIQ：通过分子图符号验证表征化学推理能力,"Christoph Bartmann, Johannes Schimunek, Mykyta Ielanskyi, Philipp Seidl, Günter Klambauer, Sohvi Luukkonen",https://arxiv.org/pdf/2601.15279,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI)"
arXiv:2601.15278,"Interpreting Multimodal Communication at Scale in Short-Form Video: Visual, Audio, and Textual Mental Health Discourse on TikTok",短视频中的多模态交流解读：TikTok平台上的视觉、音频与文本心理健康讨论,"Mingyue Zha, Ho-Chun Herbert Chang",https://arxiv.org/pdf/2601.15278,"Subjects:
Multimedia (cs.MM)",Multimedia (cs.MM)
arXiv:2601.15277,Robust Fake News Detection using Large Language Models under Adversarial Sentiment Attacks,基于对抗性情感攻击下鲁棒虚假新闻检测的大型语言模型,"Sahar Tahmasebi, Eric Müller-Budack, Ralph Ewerth",https://arxiv.org/pdf/2601.15277,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2601.15275,RayRoPE: Projective Ray Positional Encoding for Multi-view Attention,RayRoPE：多视角注意力的投影光线位置编码,"Yu Wu, Minsik Jeon, Jen-Hao Rick Chang, Oncel Tuzel, Shubham Tulsiani",https://arxiv.org/pdf/2601.15275,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Machine Learning (cs.LG)"
arXiv:2601.15269,Lightweight LLMs for Network Attack Detection in IoT Networks,面向物联网网络攻击检测的轻量级大语言模型,"Piyumi Bhagya Sudasinghe, Kushan Sudheera Kalupahana Liyanage, Harsha S. Gardiyawasam Pussewalage",https://arxiv.org/pdf/2601.15269,"Subjects:
Cryptography and Security (cs.CR)",Cryptography and Security (cs.CR)
arXiv:2601.15267,"Evaluation of Large Language Models in Legal Applications: Challenges, Methods, and Future Directions",法律应用中的大语言模型评估：挑战、方法与未来方向,"Yiran Hu, Huanghai Liu, Chong Wang, Kunran Li, Tien-Hsuan Wu, Haitao Li, Xinran Xu, Siqing Huo, Weihang Su, Ning Zheng, Siyuan Zheng, Qingyao Ai, Yun Liu, Renjun Bian, Yiqun Liu, Charles L.A. Clarke, Weixing Shen, Ben Kao",https://arxiv.org/pdf/2601.15267,"Subjects:
Computers and Society (cs.CY); Artificial Intelligence (cs.AI); Computation and Language (cs.CL)","Computers and Society (cs.CY),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL)"
arXiv:2601.15260,DrivIng: A Large-Scale Multimodal Driving Dataset with Full Digital Twin Integration,DrivIng：具有完整数字孪生集成的大规模多模态驾驶数据集,"Dominik Rößle, Xujun Xie, Adithya Mohan, Venkatesh Thirugnana Sambandham, Daniel Cremers, Torsten Schön",https://arxiv.org/pdf/2601.15260,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2601.15258,Distributed Agent-Constrained Truthful Facility Location,分布式代理约束下的诚实设施选址,"Argyrios Deligkas, Panagiotis Kanellopoulos, Alexandros A. Voudouris",https://arxiv.org/pdf/2601.15258,"Subjects:
Computer Science and Game Theory (cs.GT)",Computer Science and Game Theory (cs.GT)
arXiv:2601.15251,The Effect of Scripts and Formats on LLM Numeracy,脚本与格式对大语言模型数值能力的影响,"Varshini Reddy, Craig W. Schmidt, Seth Ebner, Adam Wiemerslage, Yuval Pinter, Chris Tanner",https://arxiv.org/pdf/2601.15251,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2601.15250,FlowSSC: Universal Generative Monocular Semantic Scene Completion via One-Step Latent Diffusion,FlowSSC：基于一步潜扩散的通用单目语义场景补全生成方法,"Zichen Xi, Hao-Xiang Chen, Nan Xue, Hongyu Yan, Qi-Yuan Feng, Levent Burak Kara, Joaquim Jorge, Qun-Ce Xu",https://arxiv.org/pdf/2601.15250,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Robotics (cs.RO)","Computer Vision and Pattern Recognition (cs.CV),  Robotics (cs.RO)"
arXiv:2601.15249,Recommending Best Paper Awards for ML/AI Conferences via the Isotonic Mechanism,通过同调机制为机器学习/人工智能会议推荐最佳论文奖,"Garrett G. Wen, Buxin Su, Natalie Collina, Zhun Deng, Weijie Su",https://arxiv.org/pdf/2601.15249,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computer Science and Game Theory (cs.GT); Methodology (stat.ME)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computer Science and Game Theory (cs.GT),  Methodology (stat.ME)"
arXiv:2601.15247,Taxonomy-Aligned Risk Extraction from 10-K Filings with Autonomous Improvement Using LLMs,基于自主改进的LLM的10-K文件分类风险提取,"Rian Dolphin, Joe Dursun, Jarrett Blankenship, Katie Adams, Quinton Pike",https://arxiv.org/pdf/2601.15247,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2601.15241,Feasibility Preservation under Monotone Retrieval Truncation,单调检索截断下的可行性保持,Sean Plummer,https://arxiv.org/pdf/2601.15241,"Subjects:
Logic in Computer Science (cs.LO); Artificial Intelligence (cs.AI)","Logic in Computer Science (cs.LO),  Artificial Intelligence (cs.AI)"
arXiv:2601.15240,WeDefense: A Toolkit to Defend Against Fake Audio,WeDefense: 一种防御伪造音频的工具包,"Lin Zhang, Johan Rohdin, Xin Wang, Junyi Peng, Tianchi Liu, You Zhang, Hieu-Thi Luong, Shuai Wang, Chengdong Liang, Anna Silnova, Nicholas Evans",https://arxiv.org/pdf/2601.15240,"Subjects:
Sound (cs.SD); Audio and Speech Processing (eess.AS)","Sound (cs.SD),  Audio and Speech Processing (eess.AS)"
arXiv:2601.15236,Metadata Conditioned Large Language Models for Localization,元数据条件化的大型语言模型用于本地化,"Anjishnu Mukherjee, Ziwei Zhu, Antonios Anastasopoulos",https://arxiv.org/pdf/2601.15236,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2601.15235,Tracing 3D Anatomy in 2D Strokes: A Multi-Stage Projection Driven Approach to Cervical Spine Fracture Identification,在二维笔画中追踪三维解剖结构：一种多阶段投影驱动的颈椎骨折识别方法,"Fabi Nahian Madhurja, Rusab Sarmun, Muhammad E. H. Chowdhury, Adam Mushtak, Israa Al-Hashimi, Sohaib Bassam Zoghoul",https://arxiv.org/pdf/2601.15235,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
arXiv:2601.15232,When Agents Fail: A Comprehensive Study of Bugs in LLM Agents with Automated Labeling,当代理失败时：基于自动标注的LLM代理错误全面研究,"Niful Islam, Ragib Shahriar Ayon, Deepak George Thomas, Shibbir Ahmed, Mohammad Wardat",https://arxiv.org/pdf/2601.15232,"Subjects:
Software Engineering (cs.SE)",Software Engineering (cs.SE)
