id,title,title_zh,authors,url,subjects,subject_split
arXiv:2601.10716,WildRayZer: Self-supervised Large View Synthesis in Dynamic Environments,WildRayZer：动态环境中的自监督大视角合成,"Xuweiyi Chen, Wentao Zhou, Zezhou Cheng",https://arxiv.org/pdf/2601.10716,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2601.10715,DInf-Grid: A Neural Differential Equation Solver with Differentiable Feature Grids,DInf-Grid：一种基于可微特征网格的神经微分方程求解器,"Navami Kairanda, Shanthika Naik, Marc Habermann, Avinash Sharma, Christian Theobalt, Vladislav Golyanik",https://arxiv.org/pdf/2601.10715,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
arXiv:2601.10714,Alterbute: Editing Intrinsic Attributes of Objects in Images,Alterbute：图像中物体内在属性的编辑,"Tal Reiss, Daniel Winter, Matan Cohen, Alex Rav-Acha, Yael Pritch, Ariel Shamir, Yedid Hoshen",https://arxiv.org/pdf/2601.10714,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Graphics (cs.GR)","Computer Vision and Pattern Recognition (cs.CV),  Graphics (cs.GR)"
arXiv:2601.10712,MatchTIR: Fine-Grained Supervision for Tool-Integrated Reasoning via Bipartite Matching,MatchTIR：通过二分匹配实现工具集成推理的细粒度监督,"Changle Qu, Sunhao Dai, Hengyi Cai, Jun Xu, Shuaiqiang Wang, Dawei Yin",https://arxiv.org/pdf/2601.10712,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI)"
arXiv:2601.10710,From One-to-One to Many-to-Many: Dynamic Cross-Layer Injection for Deep Vision-Language Fusion,从一对一到多对多：面向深度视觉-语言融合的动态跨层注入,"Cheng Chen, Yuyu Guo, Pengpeng Zeng, Jingkuan Song, Peng Di, Hang Yu, Lianli Gao",https://arxiv.org/pdf/2601.10710,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2601.10708,High-accuracy and dimension-free sampling with diffusions,高精度且无维度的扩散采样方法,"Khashayar Gatmiry, Sitan Chen, Adil Salim",https://arxiv.org/pdf/2601.10708,"Subjects:
Machine Learning (cs.LG); Statistics Theory (math.ST)","Machine Learning (cs.LG),  Statistics Theory (math.ST)"
arXiv:2601.10707,"See Less, Drive Better: Generalizable End-to-End Autonomous Driving via Foundation Models Stochastic Patch Selection",看得少，开得更好：基于基础模型随机补丁选择的通用端到端自动驾驶,"Amir Mallak, Erfan Aasi, Shiva Sreeram, Tsun-Hsuan Wang, Daniela Rus, Alaa Maalouf",https://arxiv.org/pdf/2601.10707,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Robotics (cs.RO)","Computer Vision and Pattern Recognition (cs.CV),  Machine Learning (cs.LG),  Robotics (cs.RO)"
arXiv:2601.10706,UFO Trees: Practical and Provably-Efficient Parallel Batch-Dynamic Trees,UFO Trees：实用且可证明高效的并行批量动态树,"Quinten De Man, Atharva Sharma, Kishen N Gowda, Laxman Dhulipala",https://arxiv.org/pdf/2601.10706,"Subjects:
Data Structures and Algorithms (cs.DS)",Data Structures and Algorithms (cs.DS)
arXiv:2601.10705,"Distributed Perceptron under Bounded Staleness, Partial Participation, and Noisy Communication",分布式感知器：在有界延迟、部分参与和噪声通信下的实现,"Keval Jain, Anant Raj, Saurav Prakash, Girish Varma",https://arxiv.org/pdf/2601.10705,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
arXiv:2601.10702,Grounding Agent Memory in Contextual Intent,基于上下文意图的智能体记忆锚定,"Ruozhen Yang, Yucheng Jiang, Yueqi Jiang, Priyanka Kargupta, Yunyi Zhang, Jiawei Han",https://arxiv.org/pdf/2601.10702,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Information Retrieval (cs.IR)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI),  Information Retrieval (cs.IR)"
