id,title,title_zh,authors,url,subjects,subject_split
arXiv:2601.18796,ctELM: Decoding and Manipulating Embeddings of Clinical Trials with Embedding Language Models,ctELM：利用嵌入语言模型解码和操控临床试验的嵌入,"Brian Ondov, Chia-Hsuan Chang, Yujia Zhou, Mauro Giuffrè, Hua Xu",https://arxiv.org/pdf/2601.18796,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
arXiv:2601.18795,Reuse your FLOPs: Scaling RL on Hard Problems by Conditioning on Very Off-Policy Prefixes,重用你的FLOPs：通过基于非常偏离策略的前缀扩展强化学习以解决难题,"Amrith Setlur, Zijian Wang, Andrew Cohen, Paria Rashidinejad, Sang Michael Xie",https://arxiv.org/pdf/2601.18795,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computation and Language (cs.CL)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL)"
arXiv:2601.18793,Handling Scope Checks (Extended Version),处理作用域检查（扩展版）,"Michael Lee, Ningning Xie, Oleg Kiselyov, Jeremy Yallop",https://arxiv.org/pdf/2601.18793,"Subjects:
Programming Languages (cs.PL)",Programming Languages (cs.PL)
arXiv:2601.18792,MEGnifying Emotion: Sentiment Analysis from Annotated Brain Data,放大情感：从标注的大脑数据中进行情感分析,"Brian Liu, Oiwi Parker Jones",https://arxiv.org/pdf/2601.18792,"Subjects:
Human-Computer Interaction (cs.HC); Computation and Language (cs.CL); Machine Learning (cs.LG)","Human-Computer Interaction (cs.HC),  Computation and Language (cs.CL),  Machine Learning (cs.LG)"
arXiv:2601.18791,Subword-Based Comparative Linguistics across 242 Languages Using Wikipedia Glottosets,基于子词的跨242种语言比较语言学：使用维基百科语言集,"Iaroslav Chelombitko, Mika Hämäläinen, Aleksey Komissarov",https://arxiv.org/pdf/2601.18791,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
arXiv:2601.18790,MortalMATH: Evaluating the Conflict Between Reasoning Objectives and Emergency Contexts,MortalMATH：评估推理目标与紧急情境之间的冲突,"Etienne Lanzeray, Stephane Meilliez, Malo Ruelle, Damien Sileo",https://arxiv.org/pdf/2601.18790,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2601.18788,Unsupervised Text Segmentation via Kernel Change-Point Detection on Sentence Embeddings,通过句子嵌入的核函数变点检测实现无监督文本分割,"Mumin Jia, Jairo Diaz-Rodriguez",https://arxiv.org/pdf/2601.18788,"Subjects:
Computation and Language (cs.CL); Machine Learning (cs.LG); Machine Learning (stat.ML)","Computation and Language (cs.CL),  Machine Learning (cs.LG),  Machine Learning (stat.ML)"
arXiv:2601.18785,Design Techniques for LLM-Powered Interactive Storytelling: A Case Study of the Dramamancer System,基于大语言模型的互动叙事设计技术：Dramamancer系统案例研究,"Tiffany Wang, Yuqian Sun, Yi Wang, Melissa Roemmele, John Joon Young Chung, Max Kreminski",https://arxiv.org/pdf/2601.18785,"Subjects:
Human-Computer Interaction (cs.HC); Artificial Intelligence (cs.AI); Computation and Language (cs.CL)","Human-Computer Interaction (cs.HC),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL)"
arXiv:2601.18783,Multi-Objective Reinforcement Learning for Efficient Tactical Decision Making for Trucks in Highway Traffic,用于高速公路交通中卡车高效战术决策的多目标强化学习,"Deepthi Pathare, Leo Laine, Morteza Haghir Chehreghani",https://arxiv.org/pdf/2601.18783,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Systems and Control (eess.SY)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Systems and Control (eess.SY)"
arXiv:2601.18779,POPE: Learning to Reason on Hard Problems via Privileged On-Policy Exploration,POPE：通过特权同策略探索学习在难题上进行推理,"Yuxiao Qu, Amrith Setlur, Virginia Smith, Ruslan Salakhutdinov, Aviral Kumar",https://arxiv.org/pdf/2601.18779,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computation and Language (cs.CL)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL)"
arXiv:2601.18778,Teaching Models to Teach Themselves: Reasoning at the Edge of Learnability,教会模型自我教学：在可学习性边缘进行推理,"Shobhita Sundaram, John Quan, Ariel Kwiatkowski, Kartik Ahuja, Yann Ollivier, Julia Kempe",https://arxiv.org/pdf/2601.18778,"Subjects:
Machine Learning (cs.LG); Computation and Language (cs.CL)","Machine Learning (cs.LG),  Computation and Language (cs.CL)"
arXiv:2601.18777,PRECISE: Reducing the Bias of LLM Evaluations Using Prediction-Powered Ranking Estimation,PRECISE：使用预测驱动的排名估计减少大语言模型评估的偏差,"Abhishek Divekar, Anirban Majumder",https://arxiv.org/pdf/2601.18777,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computation and Language (cs.CL)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL)"
arXiv:2601.18772,Are Conversational AI Agents the Way Out? Co-Designing Reader-Oriented News Experiences with Immigrants and Journalists,对话式AI代理是出路吗？与移民和记者共同设计以读者为中心的新闻体验,"Yongle Zhang, Ge Gao",https://arxiv.org/pdf/2601.18772,"Subjects:
Human-Computer Interaction (cs.HC)",Human-Computer Interaction (cs.HC)
arXiv:2601.18771,Dep-Search: Learning Dependency-Aware Reasoning Traces with Persistent Memory,Dep-Search：使用持久内存学习依赖感知的推理轨迹,"Yanming Liu, Xinyue Peng, Zixuan Yan, Yanxin Shen, Wenjie Xu, Yuefeng Huang, Xinyi Wang, Jiannan Cao, Jianwei Yin, Xuhong Zhang",https://arxiv.org/pdf/2601.18771,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Information Retrieval (cs.IR)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI),  Information Retrieval (cs.IR)"
arXiv:2601.18765,Goal-oriented Communication for Fast and Robust Robotic Fault Detection and Recovery,面向快速且鲁棒的机器人故障检测与恢复的目标导向通信,"Shutong Chen, Adnan Aijaz, Yansha Deng",https://arxiv.org/pdf/2601.18765,"Subjects:
Robotics (cs.RO)",Robotics (cs.RO)
arXiv:2601.18763,Multi-Stage Structured Estimators for Information Freshness,用于信息新鲜度的多阶段结构估计器,"Sahan Liyanaarachchi, Sennur Ulukus, Nail Akar",https://arxiv.org/pdf/2601.18763,"Subjects:
Information Theory (cs.IT); Signal Processing (eess.SP)","Information Theory (cs.IT),  Signal Processing (eess.SP)"
arXiv:2601.18761,From Access Control to Usage Control with User-Managed Access,从访问控制到使用控制：用户管理的访问,"Wout Slabbinck, Wouter Termont, Ruben Dedecker, Beatriz Esteves",https://arxiv.org/pdf/2601.18761,"Subjects:
Emerging Technologies (cs.ET)",Emerging Technologies (cs.ET)
arXiv:2601.18760,Beyond Preferences: Learning Alignment Principles Grounded in Human Reasons and Values,超越偏好：基于人类原因和价值观学习对齐原则,"Henry Bell, Lara Neubauer da Costa Schertel, Bochu Ding, Brandon Fain",https://arxiv.org/pdf/2601.18760,"Subjects:
Machine Learning (cs.LG); Computation and Language (cs.CL)","Machine Learning (cs.LG),  Computation and Language (cs.CL)"
arXiv:2601.18759,UI Remix: Supporting UI Design Through Interactive Example Retrieval and Remixing,UI Remix：通过交互式示例检索与混编支持用户界面设计,"Junling Wang, Hongyi Lan, Xiaotian Su, Mustafa Doga Dogan, April Yi Wang",https://arxiv.org/pdf/2601.18759,"Subjects:
Human-Computer Interaction (cs.HC)",Human-Computer Interaction (cs.HC)
arXiv:2601.18758,Divergence-free and mass-conservative virtual element methods for the Navier-Stokes-Cahn-Hilliard system,无散度和质量守恒的虚拟元素方法用于纳维-斯托克斯-卡恩-希尔亚德系统,"Alberth Silgado, Giuseppe Vacca",https://arxiv.org/pdf/2601.18758,"Subjects:
Numerical Analysis (math.NA)",Numerical Analysis (math.NA)
arXiv:2601.18754,"$α^3$-SecBench: A Large-Scale Evaluation Suite of Security, Resilience, and Trust for LLM-based UAV Agents over 6G Networks",α³-SecBench：面向6G网络的基于大语言模型的无人机代理安全韧性与可信度大规模评估套件,"Mohamed Amine Ferrag, Abderrahmane Lakas, Merouane Debbah",https://arxiv.org/pdf/2601.18754,"Subjects:
Cryptography and Security (cs.CR); Artificial Intelligence (cs.AI)","Cryptography and Security (cs.CR),  Artificial Intelligence (cs.AI)"
arXiv:2601.18753,HalluGuard: Demystifying Data-Driven and Reasoning-Driven Hallucinations in LLMs,幻觉守护者：解析大语言模型中数据驱动与推理驱动型幻觉现象,"Xinyue Zeng, Junhong Lin, Yujun Yan, Feng Guo, Liang Shi, Jun Wu, Dawei Zhou",https://arxiv.org/pdf/2601.18753,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI)"
arXiv:2601.18751,"Trust, Don't Trust, or Flip: Robust Preference-Based Reinforcement Learning with Multi-Expert Feedback",信任、不信任或反转：基于多专家反馈的鲁棒偏好强化学习,"Seyed Amir Hosseini, Maryam Abdolali, Amirhosein Tavakkoli, Fardin Ayar, Ehsan Javanmardi, Manabu Tsukada, Mahdi Javanmardi",https://arxiv.org/pdf/2601.18751,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI)"
arXiv:2601.18750,Anticipation Before Action: EEG-Based Implicit Intent Detection for Adaptive Gaze Interaction in Mixed Reality,行动前的预判：基于脑电图的混合现实自适应注视交互隐式意图检测,"Francesco Chiossi, Elnur Imamaliyev, Martin Bleichner, Sven Mayer",https://arxiv.org/pdf/2601.18750,"Subjects:
Human-Computer Interaction (cs.HC)",Human-Computer Interaction (cs.HC)
arXiv:2601.18749,Let's Make Every Pull Request Meaningful: An Empirical Analysis of Developer and Agentic Pull Requests,让每次代码拉取请求都有意义：开发者与智能体拉取请求的实证分析,"Haruhiko Yoshioka, Takahiro Monno, Haruka Tokumasu, Taiki Wakamatsu, Yuki Ota, Nimmi Weeraddana, Kenichi Matsumoto",https://arxiv.org/pdf/2601.18749,"Subjects:
Software Engineering (cs.SE)",Software Engineering (cs.SE)
arXiv:2601.18748,Sampling Sphere Packings with Continuum Glauber Dynamics,基于连续Glauber动力学的球体填充采样方法,"Aiya Kuchukova, Santosh Vempala, Daniel J. Zhang",https://arxiv.org/pdf/2601.18748,"Subjects:
Data Structures and Algorithms (cs.DS); Probability (math.PR)","Data Structures and Algorithms (cs.DS),  Probability (math.PR)"
