Unnamed: 0,id,title,title_zh,authors,url,subjects,subject_split
0,arXiv:2411.05007,SVDQunat: Absorbing Outliers by Low-Rank Components for 4-Bit Diffusion Models,SVDKunat：4位扩散模型的低秩分量吸收异常值,"Muyang Li, Yujun Lin, Zhekai Zhang, Tianle Cai, Xiuyu Li, Junxian Guo, Enze Xie, Chenlin Meng, Jun-Yan Zhu, Song Han",https://arxiv.org/pdf/2411.05007.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Machine Learning (cs.LG)"
1,arXiv:2411.05006,ProEdit: Simple Progression is All You Need for High-Quality 3D Scene Editing,ProEdit：简单的进度是高质量3D场景编辑所需的一切,"Jun-Kun Chen, Yu-Xiong Wang",https://arxiv.org/pdf/2411.05006.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
2,arXiv:2411.05005,Diff-2-in-1: Bridging Generation and Dense Perception with Diffusion Models,Diff-2in-1：用扩散模型连接生成和密集感知,"Shuhong Zheng, Zhipeng Bao, Ruoyu Zhao, Martial Hebert, Yu-Xiong Wang",https://arxiv.org/pdf/2411.05005.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Robotics (cs.RO)","Computer Vision and Pattern Recognition (cs.CV),  Machine Learning (cs.LG),  Robotics (cs.RO)"
3,arXiv:2411.05003,ReCapture: Generative Video Camera Controls for User-Provided Videos using Masked Video Fine-Tuning,ReCapture：使用蒙版视频微调为用户提供的视频生成摄像机控制,"David Junhao Zhang, Roni Paiss, Shiran Zada, Nikhil Karnad, David E. Jacobs, Yael Pritch, Inbar Mosseri, Mike Zheng Shou, Neal Wadhwa, Nataniel Ruiz",https://arxiv.org/pdf/2411.05003.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Graphics (cs.GR); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Graphics (cs.GR),  Machine Learning (cs.LG)"
4,arXiv:2411.05001,Analyzing The Language of Visual Tokens,视觉符号语言分析,"David M. Chan, Rodolfo Corona, Joonyong Park, Cheol Jun Cho, Yutong Bai, Trevor Darrell",https://arxiv.org/pdf/2411.05001.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL),  Machine Learning (cs.LG)"
5,arXiv:2411.05000,Needle Threading: Can LLMs Follow Threads through Near-Million-Scale Haystacks?,针线活：LLM能穿过近百万级的干草堆吗？,"Jonathan Roberts, Kai Han, Samuel Albanie",https://arxiv.org/pdf/2411.05000.pdf,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
6,arXiv:2411.04999,DynaMem: Online Dynamic Spatio-Semantic Memory for Open World Mobile Manipulation,DynaMem：开放世界移动操作的在线动态空间语义记忆,"Peiqi Liu, Zhanqiu Guo, Mohit Warke, Soumith Chintala, Chris Paxton, Nur Muhammad Mahi Shafiullah, Lerrel Pinto",https://arxiv.org/pdf/2411.04999.pdf,"Subjects:
Robotics (cs.RO); Machine Learning (cs.LG)","Robotics (cs.RO),  Machine Learning (cs.LG)"
7,arXiv:2411.04998,HourVideo: 1-Hour Video-Language Understanding,小时视频：1小时视频语言理解,"Keshigeyan Chandrasegaran, Agrim Gupta, Lea M. Hadzic, Taran Kota, Jimming He, Cristóbal Eyzaguirre, Zane Durante, Manling Li, Jiajun Wu, Li Fei-Fei",https://arxiv.org/pdf/2411.04998.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
8,arXiv:2411.04997,LLM2CLIP: Powerful Language Model Unlock Richer Visual Representation,LLM2CLIP：强大的语言模型解锁更丰富的视觉表现,"Weiquan Huang, Aoqi Wu, Yifan Yang, Xufang Luo, Yuqing Yang, Liang Hu, Qi Dai, Xiyang Dai, Dongdong Chen, Chong Luo, Lili Qiu",https://arxiv.org/pdf/2411.04997.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Computation and Language (cs.CL)","Computer Vision and Pattern Recognition (cs.CV),  Computation and Language (cs.CL)"
9,arXiv:2411.04996,Mixture-of-Transformers: A Sparse and Scalable Architecture for Multi-Modal Foundation Models,变压器混合：一种用于多模态基础模型的稀疏可扩展架构,"Weixin Liang, Lili Yu, Liang Luo, Srinivasan Iyer, Ning Dong, Chunting Zhou, Gargi Ghosh, Mike Lewis, Wen-tau Yih, Luke Zettlemoyer, Xi Victoria Lin",https://arxiv.org/pdf/2411.04996.pdf,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
