Unnamed: 0,id,title,title_zh,authors,url,subjects,subject_split
0,arXiv:2412.00445,Two Models for Surface Segmentation using the Total Variation of the Normal Vector,基于法向量总变分的两种曲面分割模型,"Lukas Baumgärtner, Ronny Bergmann, Roland Herzog, Stephan Schmidt, Manuel Weiß",https://arxiv.org/pdf/2412.00445.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Numerical Analysis (math.NA)","Computer Vision and Pattern Recognition (cs.CV),  Numerical Analysis (math.NA)"
1,arXiv:2412.00443,Fractures and thin heterogeneities as Robin-Wentzell interface conditions,Robin Wentzell界面条件下的裂缝和薄不均匀性,Marco Favino,https://arxiv.org/pdf/2412.00443.pdf,"Subjects:
Numerical Analysis (math.NA); Mathematical Physics (math-ph)","Numerical Analysis (math.NA),  Mathematical Physics (math-ph)"
2,arXiv:2412.00441,Fine Grained Analysis and Optimization of Large Scale Automotive Radar Networks,大规模汽车雷达网络的精细分析与优化,"Mohammad Taha Shah, Gourab Ghatak, Shobha Sundar Ram",https://arxiv.org/pdf/2412.00441.pdf,"Subjects:
Information Theory (cs.IT); Signal Processing (eess.SP)","Information Theory (cs.IT),  Signal Processing (eess.SP)"
3,arXiv:2412.00440,Advancing Myopia To Holism: Fully Contrastive Language-Image Pre-training,将近视推进整体论：完全对比的语言图像预训练,"Haicheng Wang, Chen Ju, Weixiong Lin, Shuai Xiao, Mengting Chen, Yixuan Huang, Chang Liu, Mingshuai Yao, Jinsong Lan, Ying Chen, Qingwen Liu, Yanfeng Wang",https://arxiv.org/pdf/2412.00440.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
4,arXiv:2412.00435,Benchmark Real-time Adaptation and Communication Capabilities of Embodied Agent in Collaborative Scenarios,协作场景中体现代理的实时自适应和通信能力基准,"Shipeng Liu, Boshen Zhang, Zhehui Huang",https://arxiv.org/pdf/2412.00435.pdf,"Subjects:
Artificial Intelligence (cs.AI); Human-Computer Interaction (cs.HC); Robotics (cs.RO)","Artificial Intelligence (cs.AI),  Human-Computer Interaction (cs.HC),  Robotics (cs.RO)"
5,arXiv:2412.00433,Dynamic Token Selection for Aerial-Ground Person Re-Identification,空中地面人员重新识别的动态令牌选择,Yuhai Wang,https://arxiv.org/pdf/2412.00433.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
6,arXiv:2412.00430,Predictive Models in Sequential Recommendations: Bridging Performance Laws with Data Quality Insights,顺序推荐中的预测模型：将性能定律与数据质量洞察联系起来,"Tingjia Shen, Hao Wang, Chuhan Wu, Jin Yao Chin, Wei Guo, Yong Liu, Huifeng Guo, Defu Lian, Ruiming Tang, Enhong Chen",https://arxiv.org/pdf/2412.00430.pdf,"Subjects:
Artificial Intelligence (cs.AI); Information Retrieval (cs.IR)","Artificial Intelligence (cs.AI),  Information Retrieval (cs.IR)"
7,arXiv:2412.00429,Learner Attentiveness and Engagement Analysis in Online Education Using Computer Vision,基于计算机视觉的在线教育学习者注意力和参与度分析,"Sharva Gogawale, Madhura Deshpande, Parteek Kumar, Irad Ben-Gal",https://arxiv.org/pdf/2412.00429.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI)"
8,arXiv:2412.00427,FreeCond: Free Lunch in the Input Conditions of Text-Guided Inpainting,FreeCond：文本引导绘画输入条件下的免费午餐,"Teng-Fang Hsiao, Bo-Kai Ruan, Sung-Lin Tsai, Yi-Lun Wu, Hong-Han Shuai",https://arxiv.org/pdf/2412.00427.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI)"
9,arXiv:2412.00426,Few-Shot Domain Adaptation for Named-Entity Recognition via Joint Constrained k-Means and Subspace Selection,通过联合约束k-均值和子空间选择进行命名实体识别的少量镜头域自适应,"Ayoub Hammal, Benno Uthayasooriyar, Caio Corro",https://arxiv.org/pdf/2412.00426.pdf,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
10,arXiv:2412.00425,Was that Sarcasm?: A Literature Survey on Sarcasm Detection,这是讽刺吗？：讽刺检测文献综述,"Harleen Kaur Bagga, Jasmine Bernard, Sahil Shaheen, Sarthak Arora",https://arxiv.org/pdf/2412.00425.pdf,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
11,arXiv:2412.00424,FairSort: Learning to Fair Rank for Personalized Recommendations in Two-Sided Platforms,FairSort：学习在双向平台中为个性化推荐进行公平排名,"Guoli Wu, Zhiyong Feng, Shizhan Chen, Hongyue Wu, Xiao Xue, Jianmao Xiao, Guodong Fan, Hongqi Chen, Jingyu Li",https://arxiv.org/pdf/2412.00424.pdf,"Subjects:
Computer Science and Game Theory (cs.GT); Information Retrieval (cs.IR)","Computer Science and Game Theory (cs.GT),  Information Retrieval (cs.IR)"
12,arXiv:2412.00423,On autoregressive deep learning models for day-ahead wind power forecasting with irregular shutdowns due to redispatching,基于自回归深度学习模型的日前风电预测,"Stefan Meisenbacher, Silas Aaron Selzer, Mehdi Dado, Maximilian Beichter, Tim Martin, Markus Zdrallek, Peter Bretschneider, Veit Hagenmeyer, Ralf Mikut",https://arxiv.org/pdf/2412.00423.pdf,"Subjects:
Machine Learning (cs.LG); Signal Processing (eess.SP); Machine Learning (stat.ML)","Machine Learning (cs.LG),  Signal Processing (eess.SP),  Machine Learning (stat.ML)"
13,arXiv:2412.00420,TAROT: Targeted Data Selection via Optimal Transport,TAROT：通过优化传输进行目标数据选择,"Lan Feng, Fan Nie, Yuejiang Liu, Alexandre Alahi",https://arxiv.org/pdf/2412.00420.pdf,"Subjects:
Machine Learning (cs.LG); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (stat.ML)","Machine Learning (cs.LG),  Computer Vision and Pattern Recognition (cs.CV),  Machine Learning (stat.ML)"
14,arXiv:2412.00419,AutoPQ: Automating Quantile estimation from Point forecasts in the context of sustainability,AutoPQ：在可持续性背景下从点预测中自动估计分位数,"Stefan Meisenbacher, Kaleb Phipps, Oskar Taubert, Marie Weiel, Markus Götz, Ralf Mikut, Veit Hagenmeyer",https://arxiv.org/pdf/2412.00419.pdf,"Subjects:
Machine Learning (cs.LG); Signal Processing (eess.SP); Machine Learning (stat.ML)","Machine Learning (cs.LG),  Signal Processing (eess.SP),  Machine Learning (stat.ML)"
15,arXiv:2412.00418,Mixture of Experts for Node Classification,混合专家进行节点分类,"Yu Shi, Yiqi Wang, WeiXuan Lang, Jiaxin Zhang, Pan Dong, Aiping Li",https://arxiv.org/pdf/2412.00418.pdf,"Subjects:
Social and Information Networks (cs.SI); Artificial Intelligence (cs.AI)","Social and Information Networks (cs.SI),  Artificial Intelligence (cs.AI)"
16,arXiv:2412.00417,A Feedback Toolkit and Procedural Guidance for Teaching Thorough Testing,全面测试教学的反馈工具包和程序指导,"Steffen Dick, Christoph Bockisch, Harrie Passier, Lex Bijlsma, Ruurd Kuiper",https://arxiv.org/pdf/2412.00417.pdf,"Subjects:
Software Engineering (cs.SE); Human-Computer Interaction (cs.HC)","Software Engineering (cs.SE),  Human-Computer Interaction (cs.HC)"
17,arXiv:2412.00416,ACTISM: Threat-informed Dynamic Security Modelling for Automotive Systems,ACTISM：基于威胁的汽车系统动态安全建模,"Shaofei Huang, Christopher M. Poskitt, Lwin Khin Shar",https://arxiv.org/pdf/2412.00416.pdf,"Subjects:
Cryptography and Security (cs.CR)",Cryptography and Security (cs.CR)
18,arXiv:2412.00415,Sample adaptive data augmentation with progressive scheduling,基于渐进调度的样本自适应数据增强,"Hongxuan Lu, Biao Li",https://arxiv.org/pdf/2412.00415.pdf,"Subjects:
Sound (cs.SD); Audio and Speech Processing (eess.AS)","Sound (cs.SD),  Audio and Speech Processing (eess.AS)"
19,arXiv:2412.00411,Seismocardiography for Emotion Recognition: A Study on EmoWear with Insights from DEAP,用于情绪识别的地震心电图：基于DEAP的表情研究,"Mohammad Hasan Rahmani, Rafael Berkvens, Maarten Weyn",https://arxiv.org/pdf/2412.00411.pdf,"Subjects:
Human-Computer Interaction (cs.HC)",Human-Computer Interaction (cs.HC)
20,arXiv:2412.00410,Federated Progressive Self-Distillation with Logits Calibration for Personalized IIoT Edge Intelligence,具有Logits校准的联合渐进式自蒸馏，用于个性化IIoT边缘智能,"Yingchao Wang, Wenqi Niu",https://arxiv.org/pdf/2412.00410.pdf,"Subjects:
Artificial Intelligence (cs.AI)",Artificial Intelligence (cs.AI)
21,arXiv:2412.00408,QuAKE: Speeding up Model Inference Using Quick and Approximate Kernels for Exponential Non-Linearities,QuAKE：利用指数非线性的快速近似核加速模型推理,"Sai Kiran Narayanaswami, Gopalakrishnan Srinivasan, Balaraman Ravindran",https://arxiv.org/pdf/2412.00408.pdf,"Subjects:
Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE); Numerical Analysis (math.NA)","Machine Learning (cs.LG),  Neural and Evolutionary Computing (cs.NE),  Numerical Analysis (math.NA)"
22,arXiv:2412.00404,Hard-Label Black-Box Attacks on 3D Point Clouds,对3D点云的硬标签黑盒攻击,"Daizong Liu, Yunbo Tao, Pan Zhou, Wei Hu",https://arxiv.org/pdf/2412.00404.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
23,arXiv:2412.00403,Fine-Tuning Pre-trained Large Time Series Models for Prediction of Wind Turbine SCADA Data,用于预测风力发电机SCADA数据的微调预训练大时间序列模型,"Yuwei Fan, Tao Song, Chenlong Feng, Keyu Song, Chao Liu, Dongxiang Jiang",https://arxiv.org/pdf/2412.00403.pdf,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computational Engineering, Finance, and Science (cs.CE)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computational Engineering, Finance, and Science (cs.CE)"
24,arXiv:2412.00402,DroidCall: A Dataset for LLM-powered Android Intent Invocation,DroidCall：基于LLM的Android意图调用数据集,"Weikai Xie, Li Zhang, Shihe Wang, Rongjie Yi, Mengwei Xu",https://arxiv.org/pdf/2412.00402.pdf,"Subjects:
Artificial Intelligence (cs.AI)",Artificial Intelligence (cs.AI)
25,arXiv:2412.00401,PAL -- Parallel active learning for machine-learned potentials,PAL——机器学习潜能的并行主动学习,"Chen Zhou, Marlen Neubert, Yuri Koide, Yumeng Zhang, Van-Quan Vuong, Tobias Schlöder, Stefanie Dehnen, Pascal Friederich",https://arxiv.org/pdf/2412.00401.pdf,"Subjects:
Machine Learning (cs.LG); Materials Science (cond-mat.mtrl-sci); Distributed, Parallel, and Cluster Computing (cs.DC); Chemical Physics (physics.chem-ph); Computational Physics (physics.comp-ph)","Machine Learning (cs.LG),  Materials Science (cond-mat.mtrl-sci),  Distributed, Parallel, and Cluster Computing (cs.DC),  Chemical Physics (physics.chem-ph),  Computational Physics (physics.comp-ph)"
26,arXiv:2412.00397,DreamDance: Animating Human Images by Enriching 3D Geometry Cues from 2D Poses,DreamDance：通过从2D姿势中丰富3D几何线索来制作人体图像动画,"Yatian Pang, Bin Zhu, Bin Lin, Mingzhe Zheng, Francis E. H. Tay, Ser-Nam Lim, Harry Yang, Li Yuan",https://arxiv.org/pdf/2412.00397.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
27,arXiv:2412.00396,ARMOR: Egocentric Perception for Humanoid Robot Collision Avoidance and Motion Planning,ARMOR：类人机器人避碰和运动规划的自我中心感知,"Daehwa Kim, Mario Srouji, Chen Chen, Jian Zhang",https://arxiv.org/pdf/2412.00396.pdf,"Subjects:
Robotics (cs.RO); Machine Learning (cs.LG)","Robotics (cs.RO),  Machine Learning (cs.LG)"
28,arXiv:2412.00395,On Foundation Models for Dynamical Systems from Purely Synthetic Data,基于纯合成数据的动力系统基础模型,"Martin Ziegler, Andres Felipe Posada-Moreno, Friedrich Solowjow, Sebastian Trimpe",https://arxiv.org/pdf/2412.00395.pdf,"Subjects:
Machine Learning (cs.LG); Robotics (cs.RO); Machine Learning (stat.ML)","Machine Learning (cs.LG),  Robotics (cs.RO),  Machine Learning (stat.ML)"
29,arXiv:2412.00393,Advancing Object-Centric Process Mining with Multi-Dimensional Data Operations,利用多维数据操作推进以对象为中心的过程挖掘,"Shahrzad Khayatbashi, Najmeh Miri, Amin Jalali",https://arxiv.org/pdf/2412.00393.pdf,"Subjects:
Databases (cs.DB)",Databases (cs.DB)
30,arXiv:2412.00392,GradiSeg: Gradient-Guided Gaussian Segmentation with Enhanced 3D Boundary Precision,GradiSeg：具有增强3D边界精度的梯度引导高斯分割,"Zehao Li, Wenwei Han, Yujun Cai, Hao Jiang, Baolong Bi, Shuqin Gao, Honglong Zhao, Zhaoqi Wang",https://arxiv.org/pdf/2412.00392.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
31,arXiv:2412.00387,A generalization of Burmester-Desmedt GKE based on a non-abelian finite group action,基于非阿贝尔有限群作用的Burmester-Desmedt GKE的推广,"Daniel Camazón Portela, Álvaro Otero Sánchez, Juan Antonio López Ramos",https://arxiv.org/pdf/2412.00387.pdf,"Subjects:
Cryptography and Security (cs.CR); Information Theory (cs.IT)","Cryptography and Security (cs.CR),  Information Theory (cs.IT)"
32,arXiv:2412.00386,Strategic Application of AIGC for UAV Trajectory Design: A Channel Knowledge Map Approach,AIGC在无人机弹道设计中的战略应用：一种通道知识图方法,"Chiya Zhang, Ting Wang, Rubing Han, Yuanxiang Gong",https://arxiv.org/pdf/2412.00386.pdf,"Subjects:
Artificial Intelligence (cs.AI)",Artificial Intelligence (cs.AI)
33,arXiv:2412.00383,Unified Parameter-Efficient Unlearning for LLMs,LLM的统一参数高效解算,"Chenlu Ding, Jiancan Wu, Yancheng Yuan, Jinda Lu, Kai Zhang, Alex Su, Xiang Wang, Xiangnan He",https://arxiv.org/pdf/2412.00383.pdf,"Subjects:
Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
