Unnamed: 0,id,title,title_zh,authors,url,subjects,subject_split
0,arXiv:2412.11124,Combating Multimodal LLM Hallucination via Bottom-up Holistic Reasoning,通过自下而上的整体推理对抗多模态LLM幻觉,"Shengqiong Wu, Hao Fei, Liangming Pan, William Yang Wang, Shuicheng Yan, Tat-Seng Chua",https://arxiv.org/pdf/2412.11124.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
1,arXiv:2412.11122,Paid with Models: Optimal Contract Design for Collaborative Machine Learning,用模型付费：协作机器学习的最优契约设计,"Bingchen Wang, Zhaoxuan Wu, Fusheng Liu, Bryan Kian Hsiang Low",https://arxiv.org/pdf/2412.11122.pdf,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computer Science and Game Theory (cs.GT); Theoretical Economics (econ.TH)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computer Science and Game Theory (cs.GT),  Theoretical Economics (econ.TH)"
2,arXiv:2412.11121,Rethinking Software Misconfigurations in the Real World: An Empirical Study and Literature Analysis,反思现实世界中的软件配置错误：实证研究与文献分析,"Yuhao Liu, Yingnan Zhou, Hanfeng Zhang, Zhiwei Chang, Sihan Xu, Yan Jia, Wei Wang, Zheli Liu",https://arxiv.org/pdf/2412.11121.pdf,"Subjects:
Software Engineering (cs.SE)",Software Engineering (cs.SE)
3,arXiv:2412.11120,Latent Reward: LLM-Empowered Credit Assignment in Episodic Reinforcement Learning,潜在回报：情景强化学习中LLM授权的学分分配,"Yun Qu, Yuhang Jiang, Boyuan Wang, Yixiu Mao, Cheems Wang, Chang Liu, Xiangyang Ji",https://arxiv.org/pdf/2412.11120.pdf,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI)"
4,arXiv:2412.11119,Impact of Adversarial Attacks on Deep Learning Model Explainability,对抗性攻击对深度学习模型可解释性的影响,"Gazi Nazia Nur, Mohammad Ahnaf Sadat",https://arxiv.org/pdf/2412.11119.pdf,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computer Vision and Pattern Recognition (cs.CV)"
5,arXiv:2412.11113,Optimal Strategy-proof Mechanisms on Single-crossing Domains,单交叉域上的最优策略证明机制,Mridu Prabal Goswami,https://arxiv.org/pdf/2412.11113.pdf,"Subjects:
Computer Science and Game Theory (cs.GT); Theoretical Economics (econ.TH)","Computer Science and Game Theory (cs.GT),  Theoretical Economics (econ.TH)"
6,arXiv:2412.11112,Populating cellular metamaterials on the extrema of attainable elasticity through neuroevolution,通过神经进化将细胞超材料植入可达到弹性的极限,"Maohua Yan, Ruicheng Wang, Ke Liu",https://arxiv.org/pdf/2412.11112.pdf,"Subjects:
Neural and Evolutionary Computing (cs.NE); Computational Engineering, Finance, and Science (cs.CE)","Neural and Evolutionary Computing (cs.NE),  Computational Engineering, Finance, and Science (cs.CE)"
7,arXiv:2412.11109,SpearBot: Leveraging Large Language Models in a Generative-Critique Framework for Spear-Phishing Email Generation,SpearBot：在生成式批评框架中利用大型语言模型生成鱼叉式钓鱼电子邮件,"Qinglin Qi, Yun Luo, Yijia Xu, Wenbo Guo, Yong Fang",https://arxiv.org/pdf/2412.11109.pdf,"Subjects:
Cryptography and Security (cs.CR)",Cryptography and Security (cs.CR)
8,arXiv:2412.11105,Multi-Graph Co-Training for Capturing User Intent in Session-based Recommendation,基于会话的推荐中捕捉用户意图的多图协同训练,"Zhe Yang, Tiantian Liang",https://arxiv.org/pdf/2412.11105.pdf,"Subjects:
Information Retrieval (cs.IR); Machine Learning (cs.LG)","Information Retrieval (cs.IR),  Machine Learning (cs.LG)"
9,arXiv:2412.11104,ABC3: Active Bayesian Causal Inference with Cohn Criteria in Randomized Experiments,ABC3：随机实验中基于Cohn准则的主动贝叶斯因果推理,"Taehun Cha, Donghun Lee",https://arxiv.org/pdf/2412.11104.pdf,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Methodology (stat.ME)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Methodology (stat.ME)"
10,arXiv:2412.11102,Empowering LLMs to Understand and Generate Complex Vector Graphics,使LLM能够理解和生成复杂的矢量图形,"Ximing Xing, Juncheng Hu, Guotao Liang, Jing Zhang, Dong Xu, Qian Yu",https://arxiv.org/pdf/2412.11102.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
11,arXiv:2412.11100,DynamicScaler: Seamless and Scalable Video Generation for Panoramic Scenes,DynamicScaler：用于全景场景的无缝可扩展视频生成,"Jinxiu Liu, Shaoheng Lin, Yinxiao Li, Ming-Hsuan Yang",https://arxiv.org/pdf/2412.11100.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
12,arXiv:2412.11095,Dynamic Graph Attention Networks for Travel Time Distribution Prediction in Urban Arterial Roads,城市主干道行程时间分布预测的动态图注意网络,"Nooshin Yousefzadeh, Rahul Sengupta, Sanjay Ranka",https://arxiv.org/pdf/2412.11095.pdf,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
13,arXiv:2412.11091,Identification Over Binary Noisy Permutation Channels,二元噪声置换信道的识别,"Abhishek Sarkar, Bikash Kumar Dey",https://arxiv.org/pdf/2412.11091.pdf,"Subjects:
Information Theory (cs.IT)",Information Theory (cs.IT)
14,arXiv:2412.11090,Hanprome: Modified Hangeul for Expression of foreign language pronunciation,汉谱：用于表达外语发音的改良汉谱,"Wonchan Kim, Michelle Meehyun Kim",https://arxiv.org/pdf/2412.11090.pdf,"Subjects:
Sound (cs.SD); Computation and Language (cs.CL); Audio and Speech Processing (eess.AS)","Sound (cs.SD),  Computation and Language (cs.CL),  Audio and Speech Processing (eess.AS)"
15,arXiv:2412.11088,Seeing the Forest and the Trees: Solving Visual Graph and Tree Based Data Structure Problems using Large Multimodal Models,看森林和树：使用大型多模态模型解决基于图形和树的可视化数据结构问题,"Sebastian Gutierrez, Irene Hou, Jihye Lee, Kenneth Angelikas, Owen Man, Sophia Mettille, James Prather, Paul Denny, Stephen MacNeil",https://arxiv.org/pdf/2412.11088.pdf,"Subjects:
Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV); Computers and Society (cs.CY)","Artificial Intelligence (cs.AI),  Computer Vision and Pattern Recognition (cs.CV),  Computers and Society (cs.CY)"
16,arXiv:2412.11087,Leveraging Large Vision-Language Model as User Intent-aware Encoder for Composed Image Retrieval,利用大视觉语言模型作为用户意图感知编码器进行合成图像检索,"Zelong Sun, Dong Jing, Guoxing Yang, Nanyi Fei, Zhiwu Lu",https://arxiv.org/pdf/2412.11087.pdf,"Subjects:
Information Retrieval (cs.IR)",Information Retrieval (cs.IR)
17,arXiv:2412.11085,GraphMoRE: Mitigating Topological Heterogeneity via Mixture of Riemannian Experts,GraphMoRE：通过混合黎曼专家来缓解拓扑异质性,"Zihao Guo, Qingyun Sun, Haonan Yuan, Xingcheng Fu, Min Zhou, Yisen Gao, Jianxin Li",https://arxiv.org/pdf/2412.11085.pdf,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI)"
18,arXiv:2412.11084,BarcodeMamba: State Space Models for Biodiversity Analysis,Barcodemba：生物多样性分析的状态空间模型,"Tiancheng Gao, Graham W. Taylor",https://arxiv.org/pdf/2412.11084.pdf,"Subjects:
Machine Learning (cs.LG); Genomics (q-bio.GN); Quantitative Methods (q-bio.QM)","Machine Learning (cs.LG),  Genomics (q-bio.GN),  Quantitative Methods (q-bio.QM)"
19,arXiv:2412.11082,EquiFlow: Equivariant Conditional Flow Matching with Optimal Transport for 3D Molecular Conformation Prediction,EquiFlow：用于3D分子构象预测的等变条件流与最优输运匹配,"Qingwen Tian, Yuxin Xu, Yixuan Yang, Zhen Wang, Ziqi Liu, Pengju Yan, Xiaolin Li",https://arxiv.org/pdf/2412.11082.pdf,"Subjects:
Machine Learning (cs.LG); Chemical Physics (physics.chem-ph); Biomolecules (q-bio.BM)","Machine Learning (cs.LG),  Chemical Physics (physics.chem-ph),  Biomolecules (q-bio.BM)"
