id,title,title_zh,authors,url,subjects,subject_split
arXiv:2601.23286,VideoGPA: Distilling Geometry Priors for 3D-Consistent Video Generation,VideoGPA：蒸馏几何先验用于三维一致的视频生成,"Hongyang Du, Junjie Ye, Xiaoyan Cong, Runhao Li, Jingcheng Ni, Aman Agarwal, Zeqi Zhou, Zekun Li, Randall Balestriero, Yue Wang",https://arxiv.org/pdf/2601.23286,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
arXiv:2601.23285,End-to-end Optimization of Belief and Policy Learning in Shared Autonomy Paradigms,共享自主范式中信念与策略学习的端到端优化,"MH Farhadi, Ali Rabiee, Sima Ghafoori, Anna Cetera, Andrew Fisher, Reza Abiri",https://arxiv.org/pdf/2601.23285,"Subjects:
Robotics (cs.RO); Artificial Intelligence (cs.AI); Human-Computer Interaction (cs.HC); Machine Learning (cs.LG)","Robotics (cs.RO),  Artificial Intelligence (cs.AI),  Human-Computer Interaction (cs.HC),  Machine Learning (cs.LG)"
arXiv:2601.23281,User Prompting Strategies and Prompt Enhancement Methods for Open-Set Object Detection in XR Environments,扩展现实环境中开放集目标检测的用户提示策略与提示增强方法,"Junfeng Lin, Yanming Xiu, Maria Gorlatova",https://arxiv.org/pdf/2601.23281,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2601.23280,Decoupled Diffusion Sampling for Inverse Problems on Function Spaces,函数空间上逆问题的解耦扩散采样,"Thomas Y.L. Lin, Jiachen Yao, Lufang Chiang, Julius Berner, Anima Anandkumar",https://arxiv.org/pdf/2601.23280,"Subjects:
Machine Learning (cs.LG); Numerical Analysis (math.NA)","Machine Learning (cs.LG),  Numerical Analysis (math.NA)"
arXiv:2601.23278,FOCUS: DLLMs Know How to Tame Their Compute Bound,FOCUS：深度学习大模型如何驾驭其计算边界,"Kaihua Liang, Xin Tan, An Zhong, Hong Xu, Marco Canini",https://arxiv.org/pdf/2601.23278,"Subjects:
Machine Learning (cs.LG); Hardware Architecture (cs.AR); Computation and Language (cs.CL)","Machine Learning (cs.LG),  Hardware Architecture (cs.AR),  Computation and Language (cs.CL)"
arXiv:2601.23273,UPA: Unsupervised Prompt Agent via Tree-Based Search and Selection,UPA：基于树搜索与选择的无监督提示代理,"Siran Peng, Weisong Zhao, Tianyu Fu, Chenxu Zhao, Tianshuo Zhang, Haoyuan Zhang, Xiangyu Zhu, Minghui Wu, Zhen Lei",https://arxiv.org/pdf/2601.23273,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2601.23269,Rank Reduction AutoEncoders for Mechanical Design: Advancing Novel and Efficient Data-Driven Topology Optimization,用于机械设计的秩降低自编码器：推进新颖且高效的数据驱动拓扑优化,"Ismael Ben-Yelun, Mohammed El Fallaki Idrissi, Jad Mounayer, Sebastian Rodriguez, Francisco Chinesta",https://arxiv.org/pdf/2601.23269,"Subjects:
Numerical Analysis (math.NA)",Numerical Analysis (math.NA)
arXiv:2601.23268,TCBench: A Benchmark for Tropical Cyclone Track and Intensity Forecasting at the Global Scale,TCBench：全球尺度热带气旋路径与强度预测的基准,"Milton Gomez, Marie McGraw, Saranya Ganesh S., Frederick Iat-Hin Tam, Ilia Azizi, Samuel Darmon, Monika Feldmann, Stella Bourdin, Louis Poulain--Auzéau, Suzana J. Camargo, Jonathan Lin, Dan Chavas, Chia-Ying Lee, Ritwik Gupta, Andrea Jenney, Tom Beucler",https://arxiv.org/pdf/2601.23268,"Subjects:
Computational Engineering, Finance, and Science (cs.CE)","Computational Engineering, Finance, and Science (cs.CE)"
arXiv:2601.23266,IRL-DAL: Safe and Adaptive Trajectory Planning for Autonomous Driving via Energy-Guided Diffusion Models,IRL-DAL：通过能量引导的扩散模型实现自动驾驶的安全自适应轨迹规划,"Seyed Ahmad Hosseini Miangoleh, Amin Jalal Aghdasian, Farzaneh Abdollahi",https://arxiv.org/pdf/2601.23266,"Subjects:
Robotics (cs.RO); Artificial Intelligence (cs.AI)","Robotics (cs.RO),  Artificial Intelligence (cs.AI)"
arXiv:2601.23265,PaperBanana: Automating Academic Illustration for AI Scientists,PaperBanana：为人工智能科学家自动化学术插图,"Dawei Zhu, Rui Meng, Yale Song, Xiyu Wei, Sujian Li, Tomas Pfister, Jinsung Yoon",https://arxiv.org/pdf/2601.23265,"Subjects:
Computation and Language (cs.CL); Computer Vision and Pattern Recognition (cs.CV)","Computation and Language (cs.CL),  Computer Vision and Pattern Recognition (cs.CV)"
arXiv:2601.23262,Particle-Guided Diffusion Models for Partial Differential Equations,用于偏微分方程的粒子引导扩散模型,"Andrew Millard, Fredrik Lindsten, Zheng Zhao",https://arxiv.org/pdf/2601.23262,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
arXiv:2601.23261,TEON: Tensorized Orthonormalization Beyond Layer-Wise Muon for Large Language Model Pre-Training,TEON：超越逐层Muon的大语言模型预训练张量化正交化,"Ruijie Zhang, Yequan Zhao, Ziyue Liu, Zhengyang Wang, Dongyang Li, Yupeng Su, Sijia Liu, Zheng Zhang",https://arxiv.org/pdf/2601.23261,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI)"
arXiv:2601.23258,Agnostic Language Identification and Generation,不可知语言识别与生成,"Mikael Møller Høgsgaard, Chirag Pabbaraju",https://arxiv.org/pdf/2601.23258,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computation and Language (cs.CL)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL)"
arXiv:2601.23257,Outcome-Conditioned Reasoning Distillation for Resolving Software Issues,结果条件推理蒸馏用于解决软件问题,"Chenglin Li, Yisen Xu, Zehao Wang, Shin Hwei Tan, Tse-Hsun (Peter)Chen",https://arxiv.org/pdf/2601.23257,"Subjects:
Software Engineering (cs.SE)",Software Engineering (cs.SE)
