id,title,title_zh,authors,url,subjects,subject_split
arXiv:2512.20619,SemanticGen: Video Generation in Semantic Space,SemanticGen：语义空间中的视频生成,"Jianhong Bai, Xiaoshi Wu, Xintao Wang, Xiao Fu, Yuanxing Zhang, Qinghe Wang, Xiaoyu Shi, Menghan Xia, Zuozhu Liu, Haoji Hu, Pengfei Wan, Kun Gai",https://arxiv.org/pdf/2512.20619,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2512.20618,LongVideoAgent: Multi-Agent Reasoning with Long Videos,LongVideoAgent：基于长视频的多智能体推理,"Runtao Liu, Ziyi Liu, Jiaqi Tang, Yue Ma, Renjie Pi, Jipeng Zhang, Qifeng Chen",https://arxiv.org/pdf/2512.20618,"Subjects:
Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Multiagent Systems (cs.MA)","Artificial Intelligence (cs.AI),  Computer Vision and Pattern Recognition (cs.CV),  Machine Learning (cs.LG),  Multiagent Systems (cs.MA)"
arXiv:2512.20617,SpatialTree: How Spatial Abilities Branch Out in MLLMs,SpatialTree：多模态大语言模型中空间能力的分支扩展,"Yuxi Xiao, Longfei Li, Shen Yan, Xinhang Liu, Sida Peng, Yunchao Wei, Xiaowei Zhou, Bingyi Kang",https://arxiv.org/pdf/2512.20617,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2512.20615,Active Intelligence in Video Avatars via Closed-loop World Modeling,通过闭环世界建模实现视频化身的主动智能,"Xuanhua He, Tianyu Yang, Ke Cao, Ruiqi Wu, Cheng Meng, Yong Zhang, Zhuoliang Kang, Xiaoming Wei, Qifeng Chen",https://arxiv.org/pdf/2512.20615,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2512.20612,Making Large Language Models Efficient Dense Retrievers,使大语言模型成为高效的密集检索器,"Yibin Lei, Shwai He, Ang Li, Andrew Yates",https://arxiv.org/pdf/2512.20612,"Subjects:
Information Retrieval (cs.IR); Computation and Language (cs.CL)","Information Retrieval (cs.IR),  Computation and Language (cs.CL)"
arXiv:2512.20610,FedPOD: the deployable units of training for federated learning,FedPOD：联邦学习中的可部署训练单元,"Daewoon Kim, Si Young Yie, Jae Sung Lee",https://arxiv.org/pdf/2512.20610,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Machine Learning (cs.LG)"
arXiv:2512.20607,Saddle-to-Saddle Dynamics Explains A Simplicity Bias Across Neural Network Architectures,鞍点到鞍点动力学解释了神经网络架构中的简洁性偏差,"Yedi Zhang, Andrew Saxe, Peter E. Latham",https://arxiv.org/pdf/2512.20607,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
arXiv:2512.20606,Repurposing Video Diffusion Transformers for Robust Point Tracking,重用视频扩散变换器实现鲁棒的点跟踪,"Soowon Son, Honggyu An, Chaehyun Kim, Hyunah Ko, Jisu Nam, Dahyun Chung, Siyoon Jin, Jung Yi, Jaewon Min, Junhwa Hur, Seungryong Kim",https://arxiv.org/pdf/2512.20606,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2512.20605,Emergent temporal abstractions in autoregressive models enable hierarchical reinforcement learning,自回归模型中涌现的时间抽象使分层强化学习成为可能,"Seijin Kobayashi, Yanick Schimpf, Maximilian Schlegel, Angelika Steger, Maciej Wolczyk, Johannes von Oswald, Nino Scherrer, Kaitlin Maile, Guillaume Lajoie, Blake A. Richards, Rif A. Saurous, James Manyika, Blaise Agüera y Arcas, Alexander Meulemans, João Sacramento",https://arxiv.org/pdf/2512.20605,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI)"
arXiv:2512.20604,MoE-DiffuSeq: Enhancing Long-Document Diffusion Models with Sparse Attention and Mixture of Experts,MoE-DiffuSeq：通过稀疏注意力和专家混合增强长文档扩散模型,"Alexandros Christoforos, Chadbourne Davis",https://arxiv.org/pdf/2512.20604,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2512.20600,Modeling Economic Systems as Multiport Networks,将经济系统建模为多端口网络,"Coen Hutters, Max B. Mendel",https://arxiv.org/pdf/2512.20600,"Subjects:
Systems and Control (eess.SY); General Economics (econ.GN)","Systems and Control (eess.SY),  General Economics (econ.GN)"
arXiv:2512.20598,On the near-tightness of $χ\leq 2r$: a general $σ$-ary construction and a binary case via LFSRs,关于$χ\leq 2r$近似紧致性的研究：通用$σ$元构造及通过LFSRs的二元情况,"Vinicius T. V. Date, Leandro M. Zatesko",https://arxiv.org/pdf/2512.20598,"Subjects:
Data Structures and Algorithms (cs.DS)",Data Structures and Algorithms (cs.DS)
arXiv:2512.20595,Cube Bench: A Benchmark for Spatial Visual Reasoning in MLLMs,Cube Bench：多模态大语言模型中空间视觉推理的基准测试,"Dhruv Anand, Ehsan Shareghi",https://arxiv.org/pdf/2512.20595,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI),  Computer Vision and Pattern Recognition (cs.CV)"
arXiv:2512.20591,LightTact: A Visual-Tactile Fingertip Sensor for Deformation-Independent Contact Sensing,LightTact：一种形变无关的触觉指尖传感器,"Changyi Lin, Boda Huo, Mingyang Yu, Emily Ruppel, Bingqing Chen, Jonathan Francis, Ding Zhao",https://arxiv.org/pdf/2512.20591,"Subjects:
Robotics (cs.RO)",Robotics (cs.RO)
arXiv:2512.20589,Leveraging High-Fidelity Digital Models and Reinforcement Learning for Mission Engineering: A Case Study of Aerial Firefighting Under Perfect Information,利用高保真数字模型和强化学习进行任务工程：完美信息下空中灭火的案例研究,"İbrahim Oğuz Çetinkaya, Sajad Khodadadian, Taylan G. Topçu",https://arxiv.org/pdf/2512.20589,"Subjects:
Computers and Society (cs.CY); Artificial Intelligence (cs.AI); Systems and Control (eess.SY); Optimization and Control (math.OC)","Computers and Society (cs.CY),  Artificial Intelligence (cs.AI),  Systems and Control (eess.SY),  Optimization and Control (math.OC)"
arXiv:2512.20586,Automated stereotactic radiosurgery planning using a human-in-the-loop reasoning large language model agent,基于人机协同推理大语言模型代理的立体定向放射外科治疗规划,"Humza Nusrat, Luke Francisco, Bing Luo, Hassan Bagher-Ebadian, Joshua Kim, Karen Chin-Snyder, Salim Siddiqui, Mira Shah, Eric Mellon, Mohammad Ghassemi, Anthony Doemer, Benjamin Movsas, Kundan Thind",https://arxiv.org/pdf/2512.20586,"Subjects:
Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Human-Computer Interaction (cs.HC)","Artificial Intelligence (cs.AI),  Computation and Language (cs.CL),  Human-Computer Interaction (cs.HC)"
arXiv:2512.20584,A human-centered approach to reframing job satisfaction in the BIM-enabled construction industry,面向建筑信息模型驱动的建筑行业的以人为本的工作满意度重构方法,"Sharareh Mirzaei, Stephanie Bunt, Susan M Bogus",https://arxiv.org/pdf/2512.20584,"Subjects:
Human-Computer Interaction (cs.HC)",Human-Computer Interaction (cs.HC)
arXiv:2512.20583,Making Sense of Private Advertising: A Principled Approach to a Complex Ecosystem,解构私有广告：复杂生态系统的原理性方法,"Kyle Hogan, Alishah Chator, Gabriel Kaptchuk, Mayank Varia, Srinivas Devadas",https://arxiv.org/pdf/2512.20583,"Subjects:
Cryptography and Security (cs.CR)",Cryptography and Security (cs.CR)
arXiv:2512.20582,Relu and softplus neural nets as zero-sum turn-based games,ReLU和softplus神经网络作为零和回合制博弈,"Stephane Gaubert, Yiannis Vlassopoulos",https://arxiv.org/pdf/2512.20582,"Subjects:
Machine Learning (cs.LG); Computer Science and Game Theory (cs.GT); Optimization and Control (math.OC)","Machine Learning (cs.LG),  Computer Science and Game Theory (cs.GT),  Optimization and Control (math.OC)"
arXiv:2512.20578,Can LLMs Predict Their Own Failures? Self-Awareness via Internal Circuits,LLM能否预测自身失败？通过内部电路实现的自省能力,"Amirhosein Ghasemabadi, Di Niu",https://arxiv.org/pdf/2512.20578,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2512.20577,Improving ML Training Data with Gold-Standard Quality Metrics,通过黄金标准质量指标改进机器学习训练数据,"Leslie Barrett, Michael W. Sherman",https://arxiv.org/pdf/2512.20577,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
arXiv:2512.20576,Performative Policy Gradient: Optimality in Performative Reinforcement Learning,表现性策略梯度：表现性强化学习中的最优性,"Debabrota Basu, Udvas Das, Brahim Driss, Uddalak Mukherjee",https://arxiv.org/pdf/2512.20576,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Optimization and Control (math.OC)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Optimization and Control (math.OC)"
arXiv:2512.20573,"Fail Fast, Win Big: Rethinking the Drafting Strategy in Speculative Decoding via Diffusion LLMs",快速失败，赢得巨大：通过扩散大型语言模型重新思考推测解码中的草稿策略,"Rui Pan, Zhuofu Chen, Ravi Netravali",https://arxiv.org/pdf/2512.20573,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Distributed, Parallel, and Cluster Computing (cs.DC)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Distributed, Parallel, and Cluster Computing (cs.DC)"
arXiv:2512.20572,The Limitations and Power of NP-Oracle-Based Functional Synthesis Techniques,基于NP预言机的功能合成技术的局限性与能力,"Brendan Juba, Kuldeep S. Meel",https://arxiv.org/pdf/2512.20572,"Subjects:
Logic in Computer Science (cs.LO)",Logic in Computer Science (cs.LO)
arXiv:2512.20571,Composing Mini Oscilloscope on Embedded Systems,在嵌入式系统上构建微型示波器,"Brennan Romero, D.G. Perera",https://arxiv.org/pdf/2512.20571,"Subjects:
Hardware Architecture (cs.AR)",Hardware Architecture (cs.AR)
arXiv:2512.20569,Distilling to Hybrid Attention Models via KL-Guided Layer Selection,通过KL引导的层选择蒸馏混合注意力模型,"Yanhong Li, Songlin Yang, Shawn Tan, Mayank Mishra, Rameswar Panda, Jiawei Zhou, Yoon Kim",https://arxiv.org/pdf/2512.20569,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI)"
arXiv:2512.20563,LEAD: Minimizing Learner-Expert Asymmetry in End-to-End Driving,LEAD：端到端驾驶中最小化学习者-专家不对称性,"Long Nguyen, Micha Fauth, Bernhard Jaeger, Daniel Dauner, Maximilian Igl, Andreas Geiger, Kashyap Chitta",https://arxiv.org/pdf/2512.20563,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG); Robotics (cs.RO)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG),  Robotics (cs.RO)"
arXiv:2512.20561,FlashVLM: Text-Guided Visual Token Selection for Large Multimodal Models,FlashVLM：面向大模态模型的文本引导视觉标记选择,"Kaitong Cai, Jusheng Zhang, Jing Yang, Yijia Fan, Pengtao Xie, Jian Wang, Keze Wang",https://arxiv.org/pdf/2512.20561,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2512.20557,Learning to Reason in 4D: Dynamic Spatial Understanding for Vision Language Models,在4D中学习推理：视觉语言模型的动态空间理解,"Shengchao Zhou, Yuxin Chen, Yuying Ge, Wei Huang, Jiehong Lin, Ying Shan, Xiaojuan Qi",https://arxiv.org/pdf/2512.20557,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
