Unnamed: 0,id,title,title_zh,authors,url,subjects,subject_split
0,arXiv:2312.17250,"iFusion: Inverting Diffusion for Pose-Free Reconstruction from Sparse  Views

",iFusion：从稀疏视图进行无姿势重建的反向扩散,"
Authors:
Chin-Hsuan Wu, 

Yen-Chun Chen, 

Bolivar Solarte, 

Lu Yuan, 

Min Sun
",https://arxiv.org/pdf/2312.17250.pdf,"
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
1,arXiv:2312.17249,"Do Androids Know They're Only Dreaming of Electric Sheep?

",机器人知道他们只是在梦见电绵羊吗？,"
Authors:
Sky CH-Wang, 

Benjamin Van Durme, 

Jason Eisner, 

Chris Kedzie
",https://arxiv.org/pdf/2312.17249.pdf,"
Subjects: Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)



","['Computation and Language (cs.CL)', 'Artificial Intelligence (cs.AI)', 'Machine Learning (cs.LG)']"
2,arXiv:2312.17248,"Rethinking Model-based, Policy-based, and Value-based Reinforcement  Learning via the Lens of Representation Complexity

",从表征复杂性的角度重新思考基于模型、基于政策和基于价值的强化学习,"
Authors:
Guhao Feng, 

Han Zhong
",https://arxiv.org/pdf/2312.17248.pdf,"
Subjects: Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computational Complexity (cs.CC); Data Structures and Algorithms (cs.DS); Machine Learning (stat.ML)



","['Machine Learning (cs.LG)', 'Artificial Intelligence (cs.AI)', 'Computational Complexity (cs.CC)', 'Data Structures and Algorithms (cs.DS)', 'Machine Learning (stat.ML)']"
3,arXiv:2312.17247,"Amodal Ground Truth and Completion in the Wild

",残酷的地面真相与野外的完成,"
Authors:
Guanqi Zhan, 

Chuanxia Zheng, 

Weidi Xie, 

Andrew Zisserman
",https://arxiv.org/pdf/2312.17247.pdf,"
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
4,arXiv:2312.17244,"The LLM Surgeon

",LLM外科医生,"
Authors:
Tycho F.A. van der Ouderaa, 

Markus Nagel, 

Mart van Baalen, 

Yuki M. Asano, 

Tijmen Blankevoort
",https://arxiv.org/pdf/2312.17244.pdf,"
Subjects: Machine Learning (cs.LG); Computation and Language (cs.CL)



","['Machine Learning (cs.LG)', 'Computation and Language (cs.CL)']"
5,arXiv:2312.17243,"Unsupervised Universal Image Segmentation

",无监督通用图像分割,"
Authors:
Dantong Niu, 

Xudong Wang, 

Xinyang Han, 

Long Lian, 

Roei Herzig, 

Trevor Darrell
",https://arxiv.org/pdf/2312.17243.pdf,"
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
6,arXiv:2312.17242,"Learning to Generate Text in Arbitrary Writing Styles

",学习生成任意写作风格的文本,"
Authors:
Aleem Khan, 

Andrew Wang, 

Sophia Hager, 

Nicholas Andrews
",https://arxiv.org/pdf/2312.17242.pdf,"
Subjects: Computation and Language (cs.CL)
",['Computation and Language (cs.CL)']
7,arXiv:2312.17241,"Compact Neural Graphics Primitives with Learned Hash Probing

",具有学习散列探测的紧致神经图形基元,"
Authors:
Towaki Takikawa, 

Thomas Müller, 

Merlin Nimier-David, 

Alex Evans, 

Sanja Fidler, 

Alec Jacobson, 

Alexander Keller
",https://arxiv.org/pdf/2312.17241.pdf,"
Subjects: Computer Vision and Pattern Recognition (cs.CV); Graphics (cs.GR)



","['Computer Vision and Pattern Recognition (cs.CV)', 'Graphics (cs.GR)']"
8,arXiv:2312.17240,"An Improved Baseline for Reasoning Segmentation with Large Language  Model

",一种改进的基于大型语言模型的推理分割基线,"
Authors:
Senqiao Yang, 

Tianyuan Qu, 

Xin Lai, 

Zhuotao Tian, 

Bohao Peng, 

Shu Liu, 

Jiaya Jia
",https://arxiv.org/pdf/2312.17240.pdf,"
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
9,arXiv:2312.17238,"Fast Inference of Mixture-of-Experts Language Models with Offloading

",带卸载的混合专家语言模型的快速推理,"
Authors:
Artyom Eliseev, 

Denis Mazur
",https://arxiv.org/pdf/2312.17238.pdf,"
Subjects: Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Distributed, Parallel, and Cluster Computing (cs.DC)



","['Machine Learning (cs.LG)', 'Artificial Intelligence (cs.AI)', 'Distributed, Parallel, and Cluster Computing (cs.DC)']"
10,arXiv:2312.17236,"Factoring Expertise, Workload, and Turnover into Code Review  Recommendation

",将专业知识、工作量和营业额纳入代码审查建议,"
Authors:
Fahimeh Hajari, 

Samaneh Malmir, 

Ehsan Mirsaeedi, 

Peter C. Rigby
",https://arxiv.org/pdf/2312.17236.pdf,"
Subjects: Software Engineering (cs.SE)
",['Software Engineering (cs.SE)']
