Unnamed: 0,id,title,title_zh,authors,url,subjects,subject_split
0,arXiv:2403.01332,"Chaining thoughts and LLMs to learn DNA structural biophysics

",链接思想和LLM学习DNA结构生物物理学,"
Authors:
Tyler D. Ross, 

Ashwin Gopinath
",https://arxiv.org/pdf/2403.01332.pdf,"
Subjects: Quantitative Methods (q-bio.QM); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)



","['Quantitative Methods (q-bio.QM)', 'Artificial Intelligence (cs.AI)', 'Machine Learning (cs.LG)']"
1,arXiv:2403.01331,"The legacy of Bletchley Park on UK mathematics

",布莱切利公园对英国数学的影响,"
Authors:
Daniel Shiu
",https://arxiv.org/pdf/2403.01331.pdf,"
Subjects: History and Overview (math.HO); Cryptography and Security (cs.CR)



","['History and Overview (math.HO)', 'Cryptography and Security (cs.CR)']"
2,arXiv:2403.01318,"High-Dimensional Tail Index Regression: with An Application to Text  Analyses of Viral Posts in Social Media

",高维尾部指数回归：应用于社交媒体病毒帖子的文本分析,"
Authors:
Yuya Sasaki, 

Jing Tao, 

Yulong Wang
",https://arxiv.org/pdf/2403.01318.pdf,"
Subjects: Machine Learning (stat.ML); Machine Learning (cs.LG); Econometrics (econ.EM)



","['Machine Learning (stat.ML)', 'Machine Learning (cs.LG)', 'Econometrics (econ.EM)']"
3,arXiv:2403.01269,"Network analysis using Krylov subspace trajectories

",Krylov子空间轨迹网络分析,"
Authors:
H. Robert Frost
",https://arxiv.org/pdf/2403.01269.pdf,"
Subjects: Physics and Society (physics.soc-ph); Social and Information Networks (cs.SI); Numerical Analysis (math.NA)



","['Physics and Society (physics.soc-ph)', 'Social and Information Networks (cs.SI)', 'Numerical Analysis (math.NA)']"
4,arXiv:2403.01260,"Decentralized Implicit Differentiation

",去中心化内隐分化,"
Authors:
Lucas Fuentes Valenzuela, 

Robin Brown, 

Marco Pavone
",https://arxiv.org/pdf/2403.01260.pdf,"
Subjects: Optimization and Control (math.OC); Systems and Control (eess.SY)



","['Optimization and Control (math.OC)', 'Systems and Control (eess.SY)']"
5,arXiv:2403.01206,"Boosting the Efficiency of Quantum Divider through Effective Design  Space Exploration

",通过有效的设计空间探索提高量子分配器的效率,"
Authors:
Siyi Wang, 

Eugene Lim, 

Anupam Chattopadhyay
",https://arxiv.org/pdf/2403.01206.pdf,"
Subjects: Quantum Physics (quant-ph); Emerging Technologies (cs.ET)



","['Quantum Physics (quant-ph)', 'Emerging Technologies (cs.ET)']"
6,arXiv:2403.01192,"A Composite Decomposition Method for Large-Scale Global Optimization

",一种大规模全局优化的复合分解方法,"
Authors:
Maojiang Tian, 

Minyang Chen, 

Wei Du, 

Yang Tang, 

Yaochu Jin, 

Gary G. Yen
",https://arxiv.org/pdf/2403.01192.pdf,"
Subjects: Optimization and Control (math.OC); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)



","['Optimization and Control (math.OC)', 'Machine Learning (cs.LG)', 'Neural and Evolutionary Computing (cs.NE)']"
7,arXiv:2403.01158,"A Bayesian Committee Machine Potential for Oxygen-containing Organic  Compounds

",含氧有机化合物的贝叶斯委员会机器势,"
Authors:
Seungwon Kim, 

D. ChangMo Yang, 

Soohaeng Yoo Willow, 

Chang Woo Myung
",https://arxiv.org/pdf/2403.01158.pdf,"
Subjects: Materials Science (cond-mat.mtrl-sci); Machine Learning (cs.LG)



","['Materials Science (cond-mat.mtrl-sci)', 'Machine Learning (cs.LG)']"
8,arXiv:2403.01150,"Error Analysis of a Simple Quaternion Estimator: the Gaussian Case

",简单四元数估计的误差分析：高斯情形,"
Authors:
Caitong Peng, 

Daniel Choukroun
",https://arxiv.org/pdf/2403.01150.pdf,"
Subjects: Methodology (stat.ME); Systems and Control (eess.SY)



","['Methodology (stat.ME)', 'Systems and Control (eess.SY)']"
9,arXiv:2403.01131,"LLaMoCo: Instruction Tuning of Large Language Models for Optimization  Code Generation

",LLaMoCo：用于优化代码生成的大型语言模型的指令调优,"
Authors:
Zeyuan Ma, 

Hongshu Guo, 

Jiacheng Chen, 

Guojun Peng, 

Zhiguang Cao, 

Yining Ma, 

Yue-Jiao Gong
",https://arxiv.org/pdf/2403.01131.pdf,"
Subjects: Optimization and Control (math.OC); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE); Software Engineering (cs.SE)



","['Optimization and Control (math.OC)', 'Artificial Intelligence (cs.AI)', 'Computation and Language (cs.CL)', 'Machine Learning (cs.LG)', 'Neural and Evolutionary Computing (cs.NE)', 'Software Engineering (cs.SE)']"
10,arXiv:2403.01098,"Low Complexity Deep Learning Augmented Wireless Channel Estimation for  Pilot-Based OFDM on Zynq System on Chip

",基于Zynq片上系统的导频OFDM低复杂度深度学习增强无线信道估计,"
Authors:
Animesh Sharma, 

Syed Asrar Ul Haq, 

Sumit J. Darak
",https://arxiv.org/pdf/2403.01098.pdf,"
Subjects: Signal Processing (eess.SP); Hardware Architecture (cs.AR)



","['Signal Processing (eess.SP)', 'Hardware Architecture (cs.AR)']"
