Unnamed: 0,id,title,title_zh,authors,url,subjects,subject_split
0,arXiv:2503.17675,Towards Transformer-Based Aligned Generation with Self-Coherence Guidance,迈向基于Transformer的自对齐生成与自一致性引导,"Shulei Wang, Wang Lin, Hai Huang, Hanting Wang, Sihang Cai, WenKang Han, Tao Jin, Jingyuan Chen, Jiacheng Sun, Jieming Zhu, Zhou Zhao",https://arxiv.org/pdf/2503.17675.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
1,arXiv:2503.17674,MultiScale Contextual Bandits for Long Term Objectives,多尺度上下文老虎机用于长期目标,"Richa Rastogi, Yuta saito, Thorsten Joachims",https://arxiv.org/pdf/2503.17674.pdf,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
2,arXiv:2503.17673,DCEvo: Discriminative Cross-Dimensional Evolutionary Learning for Infrared and Visible Image Fusion,DCEvo：面向红外与可见光图像融合的判别式跨维度进化学习,"Jinyuan Liu, Bowei Zhang, Qingyun Mei, Xingyuan Li, Yang Zou, Zhiying Jiang, Long Ma, Risheng Liu, Xin Fan",https://arxiv.org/pdf/2503.17673.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
3,arXiv:2503.17672,A Temporal Modeling Framework for Video Pre-Training on Video Instance Segmentation,视频实例分割预训练的时间建模框架,"Qing Zhong, Peng-Tao Jiang, Wen Wang, Guodong Ding, Lin Wu, Kaiqi Huang",https://arxiv.org/pdf/2503.17672.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
4,arXiv:2503.17671,ComfyGPT: A Self-Optimizing Multi-Agent System for Comprehensive ComfyUI Workflow Generation,ComfyGPT：一个自优化的多智能体系统，用于全面生成ComfyUI工作流程,"Oucheng Huang, Yuhang Ma, Zeng Zhao, Mingrui Wu, Jiayi Ji, Rongsheng Zhang, Zhipeng Hu, Xiaoshuai Sun, Rongrong Ji",https://arxiv.org/pdf/2503.17671.pdf,"Subjects:
Multiagent Systems (cs.MA); Artificial Intelligence (cs.AI)","Multiagent Systems (cs.MA),  Artificial Intelligence (cs.AI)"
5,arXiv:2503.17670,"Do You ""Trust"" This Visualization? An Inventory to Measure Trust in Visualizations",你“信任”这个可视化吗？衡量可视化信任度的清单,"Huichen Will Wang, Kylie Lin, Andrew Cohen, Ryan Kennedy, Zach Zwald, Carolina Nobre, Cindy Xiong Bearfield",https://arxiv.org/pdf/2503.17670.pdf,"Subjects:
Human-Computer Interaction (cs.HC)",Human-Computer Interaction (cs.HC)
6,arXiv:2503.17669,TDRI: Two-Phase Dialogue Refinement and Co-Adaptation for Interactive Image Generation,TDRI：交互式图像生成的双阶段对话优化与协同适应,"Yuheng Feng, Jianhui Wang, Kun Li, Sida Li, Tianyu Shi, Haoyue Han, Miao Zhang, Xueqian Wang",https://arxiv.org/pdf/2503.17669.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
7,arXiv:2503.17668,3D Modeling: Camera Movement Estimation and path Correction for SFM Model using the Combination of Modified A-SIFT and Stereo System,三维建模：基于改进A-SIFT与立体视觉系统结合的SFM模型相机运动估计与路径校正,"Usha Kumari, Shuvendu Rana",https://arxiv.org/pdf/2503.17668.pdf,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
8,arXiv:2503.17666,Multi-Modality Representation Learning for Antibody-Antigen Interactions Prediction,多模态表示学习在抗体-抗原相互作用预测中的应用,"Peijin Guo, Minghui Li, Hewen Pan, Ruixiang Huang, Lulu Xue, Shengqing Hu, Zikang Guo, Wei Wan, Shengshan Hu",https://arxiv.org/pdf/2503.17666.pdf,"Subjects:
Machine Learning (cs.LG); Quantitative Methods (q-bio.QM)","Machine Learning (cs.LG),  Quantitative Methods (q-bio.QM)"
9,arXiv:2503.17664,CardioTabNet: A Novel Hybrid Transformer Model for Heart Disease Prediction using Tabular Medical Data,CardioTabNet：一种基于表格医疗数据预测心脏病的新型混合Transformer模型,"Md. Shaheenur Islam Sumon, Md. Sakib Bin Islam, Md. Sohanur Rahman, Md. Sakib Abrar Hossain, Amith Khandakar, Anwarul Hasan, M Murugappan, Muhammad E. H. Chowdhury",https://arxiv.org/pdf/2503.17664.pdf,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
