id,title,title_zh,authors,url,subjects,subject_split
arXiv:2511.09558,IFG: Internet-Scale Guidance for Functional Grasping Generation,IFG：互联网规模的功能抓取生成指导,"Ray Muxin Liu, Mingxuan Li, Kenneth Shaw, Deepak Pathak",https://arxiv.org/pdf/2511.09558,"Subjects:
Robotics (cs.RO); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV); Graphics (cs.GR); Machine Learning (cs.LG)","Robotics (cs.RO),  Artificial Intelligence (cs.AI),  Computer Vision and Pattern Recognition (cs.CV),  Graphics (cs.GR),  Machine Learning (cs.LG)"
arXiv:2511.09557,LLM Inference Beyond a Single Node: From Bottlenecks to Mitigations with Fast All-Reduce Communication,LLM推理超越单节点：从瓶颈到通过快速全规约通信的缓解措施,"Prajwal Singhania, Siddharth Singh, Lannie Dalton Hough, Akarsh Srivastava, Harshitha Menon, Charles Fredrick Jekel, Abhinav Bhatele",https://arxiv.org/pdf/2511.09557,"Subjects:
Distributed, Parallel, and Cluster Computing (cs.DC); Machine Learning (cs.LG)","Distributed, Parallel, and Cluster Computing (cs.DC),  Machine Learning (cs.LG)"
arXiv:2511.09555,SpatialActor: Exploring Disentangled Spatial Representations for Robust Robotic Manipulation,SpatialActor：探索解缠空间表示以实现稳健的机器人操控,"Hao Shi, Bin Xie, Yingfei Liu, Yang Yue, Tiancai Wang, Haoqiang Fan, Xiangyu Zhang, Gao Huang",https://arxiv.org/pdf/2511.09555,"Subjects:
Robotics (cs.RO); Computer Vision and Pattern Recognition (cs.CV)","Robotics (cs.RO),  Computer Vision and Pattern Recognition (cs.CV)"
arXiv:2511.09554,RF-DETR: Neural Architecture Search for Real-Time Detection Transformers,RF-DETR：实时检测变压器的神经架构搜索,"Isaac Robinson, Peter Robicheaux, Matvei Popov, Deva Ramanan, Neehar Peri",https://arxiv.org/pdf/2511.09554,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.09552,Intelligent Carrier Allocation: A Cross-Modal Reasoning Framework for Adaptive Multimodal Steganography,智能载体分配：一种用于自适应多模态隐写术的跨模态推理框架,"Abhirup Das, Pranav Dudani, Shruti Sharma, Ravi Kumar C.V",https://arxiv.org/pdf/2511.09552,"Subjects:
Cryptography and Security (cs.CR); Multimedia (cs.MM)","Cryptography and Security (cs.CR),  Multimedia (cs.MM)"
arXiv:2511.09549,Breadth-First Search vs. Restarting Random Walks for Escaping Uninformed Heuristic Regions,广度优先搜索与重新启动随机游走以逃离无信息启发区域,"Daniel Platnick, Dawson Tomasz, Eamon Earl, Sourena Khanzadeh, Richard Valenzano",https://arxiv.org/pdf/2511.09549,"Subjects:
Artificial Intelligence (cs.AI)",Artificial Intelligence (cs.AI)
arXiv:2511.09545,Practical RAG Evaluation: A Rarity-Aware Set-Based Metric and Cost-Latency-Quality Trade-offs,实用的RAG评估：一种稀有性感知的集合度量及成本-延迟-质量权衡,Etienne Dallaire,https://arxiv.org/pdf/2511.09545,"Subjects:
Information Retrieval (cs.IR)",Information Retrieval (cs.IR)
arXiv:2511.09540,vMFCoOp: Towards Equilibrium on a Unified Hyperspherical Manifold for Prompting Biomedical VLMs,vMFCoOp：在统一超球面上实现生物医学VLM提示的平衡,"Minye Shao, Sihan Guo, Xinrun Li, Xingyu Miao, Haoran Duan, Yang Long",https://arxiv.org/pdf/2511.09540,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.09539,SynClaimEval: A Framework for Evaluating the Utility of Synthetic Data in Long-Context Claim Verification,SynClaimEval：评估合成数据在长上下文声明验证中的效用框架,"Mohamed Elaraby, Jyoti Prakash Maheswari",https://arxiv.org/pdf/2511.09539,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2511.09537,NSL-MT: Linguistically Informed Negative Samples for Efficient Machine Translation in Low-Resource Languages,NSL-MT：语言学知情的负样本用于低资源语言的高效机器翻译,"Mamadou K. Keita, Christopher Homan, Huy Le",https://arxiv.org/pdf/2511.09537,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
arXiv:2511.09536,Readability Measures and Automatic Text Simplification: In the Search of a Construct,可读性测量与自动文本简化：寻找构造,"Rémi Cardon, A. Seza Doğruöz",https://arxiv.org/pdf/2511.09536,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
