id,title,title_zh,authors,url,subjects,subject_split
arXiv:2511.10648,Enhancing the Outcome Reward-based RL Training of MLLMs with Self-Consistency Sampling,通过自一致性采样增强基于结果奖励的多模态大语言模型强化学习训练,"Jiahao Wang, Weiye Xu, Aijun Yang, Wengang Zhou, Lewei Lu, Houqiang Li, Xiaohua Wang, Jinguo Zhu",https://arxiv.org/pdf/2511.10648,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.10647,Depth Anything 3: Recovering the Visual Space from Any Views,深度任意3：从任意视角恢复视觉空间,"Haotong Lin, Sili Chen, Junhao Liew, Donny Y. Chen, Zhenyu Li, Guang Shi, Jiashi Feng, Bingyi Kang",https://arxiv.org/pdf/2511.10647,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.10645,ParoQuant: Pairwise Rotation Quantization for Efficient Reasoning LLM Inference,ParoQuant：用于高效推理的大语言模型的成对旋转量化,"Yesheng Liang, Haisheng Chen, Song Han, Zhijian Liu",https://arxiv.org/pdf/2511.10645,"Subjects:
Computation and Language (cs.CL)",Computation and Language (cs.CL)
arXiv:2511.10643,Black-Box On-Policy Distillation of Large Language Models,大型语言模型的黑箱策略蒸馏,"Tianzhu Ye, Li Dong, Zewen Chi, Xun Wu, Shaohan Huang, Furu Wei",https://arxiv.org/pdf/2511.10643,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI)"
arXiv:2511.10635,Robot Crash Course: Learning Soft and Stylized Falling,机器人速成课程：学习柔软和风格化的跌倒,"Pascal Strauch, David Müller, Sammy Christen, Agon Serifi, Ruben Grandia, Espen Knoop, Moritz Bächer",https://arxiv.org/pdf/2511.10635,"Subjects:
Robotics (cs.RO); Machine Learning (cs.LG)","Robotics (cs.RO),  Machine Learning (cs.LG)"
arXiv:2511.10629,"One Small Step in Latent, One Giant Leap for Pixels: Fast Latent Upscale Adapter for Your Diffusion Models",潜在空间中的一小步，像素中的一大步：为扩散模型提供快速潜在上采样适配器,"Aleksandr Razin, Danil Kazantsev, Ilya Makarov",https://arxiv.org/pdf/2511.10629,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.10628,Instella: Fully Open Language Models with Stellar Performance,Instella：性能卓越的完全开放语言模型,"Jiang Liu, Jialian Wu, Xiaodong Yu, Yusheng Su, Prakamya Mishra, Gowtham Ramesh, Sudhanshu Ranjan, Chaitanya Manem, Ximeng Sun, Ze Wang, Pratik Prabhanjan Brahma, Zicheng Liu, Emad Barsoum",https://arxiv.org/pdf/2511.10628,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
arXiv:2511.10627,Querying Labeled Time Series Data with Scenario Programs,使用场景程序查询标记的时间序列数据,"Edward Kim, Devan Shanker, Varun Bharadwaj, Hongbeen Park, Jinkyu Kim, Hazem Torfah, Daniel J Fremont, Sanjit A Seshia",https://arxiv.org/pdf/2511.10627,"Subjects:
Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV); Formal Languages and Automata Theory (cs.FL); Machine Learning (cs.LG)","Artificial Intelligence (cs.AI),  Computer Vision and Pattern Recognition (cs.CV),  Formal Languages and Automata Theory (cs.FL),  Machine Learning (cs.LG)"
arXiv:2511.10621,SSR: Socratic Self-Refine for Large Language Model Reasoning,SSR：用于大型语言模型推理的苏格拉底式自我精炼,"Haizhou Shi, Ye Liu, Bo Pang, Zeyu Leo Liu, Hao Wang, Silvio Savarese, Caiming Xiong, Yingbo Zhou, Semih Yavuz",https://arxiv.org/pdf/2511.10621,"Subjects:
Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Computation and Language (cs.CL),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
arXiv:2511.10619,Algorithm Design and Stronger Guarantees for the Improving Multi-Armed Bandits Problem,改进多臂赌博问题的算法设计和更强的保证,"Avrim Blum, Marten Garicano, Kavya Ravichandran, Dravyansh Sharma",https://arxiv.org/pdf/2511.10619,"Subjects:
Machine Learning (cs.LG); Machine Learning (stat.ML)","Machine Learning (cs.LG),  Machine Learning (stat.ML)"
