id,title,title_zh,authors,url,subjects,subject_split
arXiv:2511.15709,Tokenisation over Bounded Alphabets is Hard,有限字母表上的标记化是困难的,"Violeta Kastreva, Philip Whittington, Dennis Komm, Tiago Pimentel",https://arxiv.org/pdf/2511.15709,"Subjects:
Computation and Language (cs.CL); Data Structures and Algorithms (cs.DS); Machine Learning (cs.LG)","Computation and Language (cs.CL),  Data Structures and Algorithms (cs.DS),  Machine Learning (cs.LG)"
arXiv:2511.15706,RoMa v2: Harder Better Faster Denser Feature Matching,RoMa v2: 更难、更好、更快、更密集的特征匹配,"Johan Edstedt, David Nordström, Yushan Zhang, Georg Bökman, Jonathan Astermark, Viktor Larsson, Anders Heyden, Fredrik Kahl, Mårten Wadenbäck, Michael Felsberg",https://arxiv.org/pdf/2511.15706,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.15705,GeoVista: Web-Augmented Agentic Visual Reasoning for Geolocalization,GeoVista: 用于地理定位的网络增强代理视觉推理,"Yikun Wang, Zuyan Liu, Ziyi Wang, Pengfei Liu, Han Hu, Yongming Rao",https://arxiv.org/pdf/2511.15705,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.15704,In-N-On: Scaling Egocentric Manipulation with in-the-wild and on-task Data,In-N-On: 利用野外和任务数据扩展自我中心操控,"Xiongyi Cai, Ri-Zhao Qiu, Geng Chen, Lai Wei, Isabella Liu, Tianshu Huang, Xuxin Cheng, Xiaolong Wang",https://arxiv.org/pdf/2511.15704,"Subjects:
Robotics (cs.RO); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV)","Robotics (cs.RO),  Artificial Intelligence (cs.AI),  Computer Vision and Pattern Recognition (cs.CV)"
arXiv:2511.15703,"Think Visually, Reason Textually: Vision-Language Synergy in ARC",视觉思考，文本推理：ARC中的视觉语言协同,"Beichen Zhang, Yuhang Zang, Xiaoyi Dong, Yuhang Cao, Haodong Duan, Dahua Lin, Jiaqi Wang",https://arxiv.org/pdf/2511.15703,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Computation and Language (cs.CL)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL)"
arXiv:2511.15700,First Frame Is the Place to Go for Video Content Customization,第一帧是视频内容定制的去处,"Jingxi Chen, Zongxia Li, Zhichao Liu, Guangyao Shi, Xiyang Wu, Fuxiao Liu, Cornelia Fermuller, Brandon Y. Feng, Yiannis Aloimonos",https://arxiv.org/pdf/2511.15700,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.15698,RescueLens: LLM-Powered Triage and Action on Volunteer Feedback for Food Rescue,RescueLens: 基于LLM的食物救援志愿者反馈分类和行动,"Naveen Raman, Jingwu Tang, Zhiyu Chen, Zheyuan Ryan Shi, Sean Hudson, Ameesh Kapoor, Fei Fang",https://arxiv.org/pdf/2511.15698,"Subjects:
Computers and Society (cs.CY); Machine Learning (cs.LG)","Computers and Society (cs.CY),  Machine Learning (cs.LG)"
arXiv:2511.15694,The Impact of Quantization on Large Reasoning Model Reinforcement Learning,量化对大型推理模型强化学习的影响,"Medha Kumar, Zifei Xu, Xin Wang, Tristan Webb",https://arxiv.org/pdf/2511.15694,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
arXiv:2511.15692,Hyperspectral Image Classification using Spectral-Spatial Mixer Network,使用光谱-空间混合网络的高光谱图像分类,Mohammed Q. Alkhatib,https://arxiv.org/pdf/2511.15692,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.15690,MoDES: Accelerating Mixture-of-Experts Multimodal Large Language Models via Dynamic Expert Skipping,MoDES: 通过动态专家跳过加速专家混合多模态大型语言模型,"Yushi Huang, Zining Wang, Zhihang Yuan, Yifu Ding, Ruihao Gong, Jinyang Guo, Xianglong Liu, Jun Zhang",https://arxiv.org/pdf/2511.15690,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Computation and Language (cs.CL)","Computer Vision and Pattern Recognition (cs.CV),  Computation and Language (cs.CL)"
arXiv:2511.15684,Walrus: A Cross-Domain Foundation Model for Continuum Dynamics,Walrus: 用于连续动力学的跨领域基础模型,"Michael McCabe, Payel Mukhopadhyay, Tanya Marwah, Bruno Regaldo-Saint Blancard, Francois Rozet, Cristiana Diaconu, Lucas Meyer, Kaze W. K. Wong, Hadi Sotoudeh, Alberto Bietti, Irina Espejo, Rio Fear, Siavash Golkar, Tom Hehir, Keiya Hirashima, Geraud Krawezik, Francois Lanusse, Rudy Morel, Ruben Ohana, Liam Parker, Mariel Pettee, Jeff Shen, Kyunghyun Cho, Miles Cranmer, Shirley Ho",https://arxiv.org/pdf/2511.15684,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computational Engineering, Finance, and Science (cs.CE)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Computational Engineering, Finance, and Science (cs.CE)"
arXiv:2511.15680,"Infrastructuring Pop-Up Cities with ""Social Layer"": Designing Serendipitous Co-Livings for Temporary Intentional Communities",用“社交层”构建临时城市基础设施：为临时意向社区设计偶然共居,"Danwen Ji, Botao 'Amber' Hu",https://arxiv.org/pdf/2511.15680,"Subjects:
Human-Computer Interaction (cs.HC); Computers and Society (cs.CY)","Human-Computer Interaction (cs.HC),  Computers and Society (cs.CY)"
arXiv:2511.15677,Real-time Point Cloud Data Transmission via L4S for 5G-Edge-Assisted Robotics,通过L4S进行实时点云数据传输以支持5G边缘机器人,"Gerasimos Damigos, Achilleas Santi Seisa, Nikolaos Stathoulopoulos, Sara Sandberg, George Nikolakopoulos",https://arxiv.org/pdf/2511.15677,"Subjects:
Robotics (cs.RO)",Robotics (cs.RO)
arXiv:2511.15676,"DuoZone: A User-Centric, LLM-Guided Mixed-Initiative XR Window Management System",DuoZone: 用户中心、LLM引导的混合主动XR窗口管理系统,"Jing Qian, George X. Wang, Xiangyu Li, Yunge Wen, Guande Wu, Sonia Castelo Quispe, Fumeng Yang, Claudio Silva",https://arxiv.org/pdf/2511.15676,"Subjects:
Human-Computer Interaction (cs.HC)",Human-Computer Interaction (cs.HC)
arXiv:2511.15675,"MF-GCN: A Multi-Frequency Graph Convolutional Network for Tri-Modal Depression Detection Using Eye-Tracking, Facial, and Acoustic Features",MF-GCN: 使用眼动追踪、面部和声学特征进行三模态抑郁检测的多频图卷积网络,"Sejuti Rahman, Swakshar Deb, MD. Sameer Iqbal Chowdhury, MD. Jubair Ahmed Sourov, Mohammad Shamsuddin",https://arxiv.org/pdf/2511.15675,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI)"
arXiv:2511.15671,Information Efficiency of Scientific Automation,科学自动化的信息效率,Mihir Rao,https://arxiv.org/pdf/2511.15671,"Subjects:
Information Theory (cs.IT)",Information Theory (cs.IT)
arXiv:2511.15669,DeepThinkVLA: Enhancing Reasoning Capability of Vision-Language-Action Models,DeepThinkVLA: 增强视觉-语言-动作模型的推理能力,"Cheng Yin, Yankai Lin, Wang Xu, Sikyuen Tam, Xiangrui Zeng, Zhiyuan Liu, Zhouping Yin",https://arxiv.org/pdf/2511.15669,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Robotics (cs.RO)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI),  Robotics (cs.RO)"
arXiv:2511.15665,Quantum-Guided Test Case Minimization for LLM-Based Code Generation,量子引导的LLM代码生成测试用例最小化,"Huixiang Zhang, Mahzabeen Emu",https://arxiv.org/pdf/2511.15665,"Subjects:
Software Engineering (cs.SE)",Software Engineering (cs.SE)
arXiv:2511.15661,VisPlay: Self-Evolving Vision-Language Models from Images,VisPlay: 从图像中自我进化的视觉语言模型,"Yicheng He, Chengsong Huang, Zongxia Li, Jiaxin Huang, Yonghui Yang",https://arxiv.org/pdf/2511.15661,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Computation and Language (cs.CL),  Machine Learning (cs.LG)"
arXiv:2511.15658,"GEO-Bench-2: From Performance to Capability, Rethinking Evaluation in Geospatial AI",GEO-Bench-2: 从性能到能力，重新思考地理空间AI的评估,"Naomi Simumba, Nils Lehmann, Paolo Fraccaro, Hamed Alemohammad, Geeth De Mel, Salman Khan, Manil Maskey, Nicolas Longepe, Xiao Xiang Zhu, Hannah Kerner, Juan Bernabe-Moreno, Alexander Lacoste",https://arxiv.org/pdf/2511.15658,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI)"
arXiv:2511.15656,INQUIRE-Search: A Framework for Interactive Discovery in Large-Scale Biodiversity Databases,INQUIRE-Search：一种用于大型生物多样性数据库交互式发现的框架,"Edward Vendrow, Julia Chae, Rupa Kurinchi-Vendhan, Isaac Eckert, Jazlynn Hall, Marta Jarzyna, Reymond Miyajima, Ruth Oliver, Laura Pollock, Lauren Schrack, Scott Yanco, Oisin Mac Aodha, Sara Beery",https://arxiv.org/pdf/2511.15656,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.15652,Continual Reinforcement Learning for Cyber-Physical Systems: Lessons Learned and Open Challenges,网络物理系统的持续强化学习：经验教训和开放挑战,"Kim N. Nolle, Ivana Dusparic, Rhodri Cusack, Vinny Cahill",https://arxiv.org/pdf/2511.15652,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI)"
arXiv:2511.15645,MambaIO: Global-Coordinate Inertial Odometry for Pedestrians via Multi-Scale Frequency-Decoupled Modeling,MambaIO：通过多尺度频率解耦建模实现行人的全球坐标惯性测距,Shanshan Zhang,https://arxiv.org/pdf/2511.15645,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Robotics (cs.RO)","Computer Vision and Pattern Recognition (cs.CV),  Robotics (cs.RO)"
arXiv:2511.15640,Multi-Stage Residual-Aware Unsupervised Deep Learning Framework for Consistent Ultrasound Strain Elastography,多阶段残差感知无监督深度学习框架用于一致的超声应变弹性成像,"Shourov Joarder, Tushar Talukder Showrav, Md. Kamrul Hasan",https://arxiv.org/pdf/2511.15640,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.15633,Hierarchical Semantic Tree Anchoring for CLIP-Based Class-Incremental Learning,用于基于CLIP的类增量学习的分层语义树锚定,"Tao Hu, Lan Li, Zhen-Hao Xie, Da-Wei Zhou",https://arxiv.org/pdf/2511.15633,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Machine Learning (cs.LG)"
arXiv:2511.15630,Economic Linear Quadratic MPC With Non-Unique Optimal Solutions,具有非唯一最优解的经济线性二次MPC,Mario Zanon,https://arxiv.org/pdf/2511.15630,"Subjects:
Systems and Control (eess.SY); Optimization and Control (math.OC)","Systems and Control (eess.SY),  Optimization and Control (math.OC)"
arXiv:2511.15626,"A Latency-Constrained, Gated Recurrent Unit (GRU) Implementation in the Versal AI Engine",在Versal AI引擎中实现的具有延迟约束的门控循环单元（GRU）,"M. Sapkas, A. Triossi, M. Zanetti",https://arxiv.org/pdf/2511.15626,"Subjects:
Performance (cs.PF)",Performance (cs.PF)
arXiv:2511.15624,Fast and Certified Bounding of Security-Constrained DCOPF via Interval Bound Propagation,通过区间界传播快速且认证的安全约束DCOPF界定,"Eren Tekeler, Xiangru Zhong, Huan Zhang, Samuel Chevalier",https://arxiv.org/pdf/2511.15624,"Subjects:
Systems and Control (eess.SY)",Systems and Control (eess.SY)
arXiv:2511.15623,Sufficient Explanations in Databases and their Connections to Necessary Explanations and Repairs,数据库中的充分解释及其与必要解释和修复的联系,"Leopoldo Bertossi, Nina Pardal",https://arxiv.org/pdf/2511.15623,"Subjects:
Databases (cs.DB); Artificial Intelligence (cs.AI); Logic in Computer Science (cs.LO)","Databases (cs.DB),  Artificial Intelligence (cs.AI),  Logic in Computer Science (cs.LO)"
arXiv:2511.15622,The SA-FARI Dataset: Segment Anything in Footage of Animals for Recognition and Identification,SA-FARI数据集：在动物镜头中进行分割以进行识别和鉴定,"Dante Francisco Wasmuht, Otto Brookes, Maximillian Schall, Pablo Palencia, Chris Beirne, Tilo Burghardt, Majid Mirmehdi, Hjalmar Kühl, Mimi Arandjelovic, Sam Pottie, Peter Bermant, Brandon Asheim, Yi Jin Toh, Adam Elzinga, Jason Holmberg, Andrew Whitworth, Eleanor Flatt, Laura Gustafson, Chaitanya Ryali, Yuan-Ting Hu, Baishan Guo, Andrew Westbury, Kate Saenko, Didac Suris",https://arxiv.org/pdf/2511.15622,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI)"
