id,title,title_zh,authors,url,subjects,subject_split
arXiv:2511.14761,ARC Is a Vision Problem!,ARC是一个视觉问题！,"Keya Hu, Ali Cy, Linlu Qiu, Xiaoman Delores Ding, Runqian Wang, Yeyin Eva Zhu, Jacob Andreas, Kaiming He",https://arxiv.org/pdf/2511.14761,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
arXiv:2511.14760,UniGen-1.5: Enhancing Image Generation and Editing through Reward Unification in Reinforcement Learning,UniGen-1.5：通过强化学习中的奖励统一增强图像生成和编辑,"Rui Tian, Mingfei Gao, Haiming Gang, Jiasen Lu, Zhe Gan, Yinfei Yang, Zuxuan Wu, Afshin Dehghan",https://arxiv.org/pdf/2511.14760,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.14759,$π^{*}_{0.6}$: a VLA That Learns From Experience,$π^{*}_{0.6}$：一个从经验中学习的VLA,"Physical Intelligence, Ali Amin, Raichelle Aniceto, Ashwin Balakrishna, Kevin Black, Ken Conley, Grace Connors, James Darpinian, Karan Dhabalia, Jared DiCarlo, Danny Driess, Michael Equi, Adnan Esmail, Yunhao Fang, Chelsea Finn, Catherine Glossop, Thomas Godden, Ivan Goryachev, Lachy Groom, Hunter Hancock, Karol Hausman, Gashon Hussein, Brian Ichter, Szymon Jakubczak, Rowan Jen, Tim Jones, Ben Katz, Liyiming Ke, Chandra Kuchi, Marinda Lamb, Devin LeBlanc, Sergey Levine, Adrian Li-Bell, Yao Lu, Vishnu Mano, Mohith Mothukuri, Suraj Nair, Karl Pertsch, Allen Z. Ren, Charvi Sharma, Lucy Xiaoyang Shi, Laura Smith, Jost Tobias Springenberg, Kyle Stachowicz, Will Stoeckle, Alex Swerdlow, James Tanner, Marcel Torne, Quan Vuong, Anna Walling, Haohuan Wang, Blake Williams, Sukwon Yoo, Lili Yu, Ury Zhilinsky, Zhiyuan Zhou",https://arxiv.org/pdf/2511.14759,"Subjects:
Machine Learning (cs.LG); Robotics (cs.RO)","Machine Learning (cs.LG),  Robotics (cs.RO)"
arXiv:2511.14758,"NeuCLIRBench: A Modern Evaluation Collection for Monolingual, Cross-Language, and Multilingual Information Retrieval",NeuCLIRBench：用于单语、跨语言和多语言信息检索的现代评估集合,"Dawn Lawrie, James Mayfield, Eugene Yang, Andrew Yates, Sean MacAvaney, Ronak Pradeep, Scott Miller, Paul McNamee, Luca Soldani",https://arxiv.org/pdf/2511.14758,"Subjects:
Information Retrieval (cs.IR)",Information Retrieval (cs.IR)
arXiv:2511.14756,HMC: Learning Heterogeneous Meta-Control for Contact-Rich Loco-Manipulation,HMC：学习异质元控制以进行接触丰富的运动操控,"Lai Wei, Xuanbin Peng, Ri-Zhao Qiu, Tianshu Huang, Xuxin Cheng, Xiaolong Wang",https://arxiv.org/pdf/2511.14756,"Subjects:
Robotics (cs.RO)",Robotics (cs.RO)
arXiv:2511.14755,Robust Verification of Controllers under State Uncertainty via Hamilton-Jacobi Reachability Analysis,通过Hamilton-Jacobi可达性分析在状态不确定性下的控制器稳健验证,"Albert Lin, Alessandro Pinto, Somil Bansal",https://arxiv.org/pdf/2511.14755,"Subjects:
Robotics (cs.RO); Machine Learning (cs.LG); Systems and Control (eess.SY)","Robotics (cs.RO),  Machine Learning (cs.LG),  Systems and Control (eess.SY)"
arXiv:2511.14753,SparseST: Exploiting Data Sparsity in Spatiotemporal Modeling and Prediction,SparseST：在时空建模和预测中利用数据稀疏性,"Junfeng Wu, Hadjer Benmeziane, Kaoutar El Maghraoui, Liu Liu, Yinan Wang",https://arxiv.org/pdf/2511.14753,"Subjects:
Machine Learning (cs.LG); Computational Engineering, Finance, and Science (cs.CE)","Machine Learning (cs.LG),  Computational Engineering, Finance, and Science (cs.CE)"
arXiv:2511.14751,Co-Me: Confidence-Guided Token Merging for Visual Geometric Transformers,Co-Me：视觉几何变压器的信心引导令牌合并,"Yutian Chen, Yuheng Qiu, Ruogu Li, Ali Agha, Shayegan Omidshafiei, Jay Patrikar, Sebastian Scherer",https://arxiv.org/pdf/2511.14751,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Robotics (cs.RO)","Computer Vision and Pattern Recognition (cs.CV),  Robotics (cs.RO)"
arXiv:2511.14749,Vision Large Language Models Are Good Noise Handlers in Engagement Analysis,视觉大型语言模型在参与度分析中是良好的噪声处理器,"Alexander Vedernikov, Puneet Kumar, Haoyu Chen, Tapio Seppänen, Xiaobai Li",https://arxiv.org/pdf/2511.14749,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.14748,Cloud-Native Vector Search: A Comprehensive Performance Analysis,云原生向量搜索：全面性能分析,"Zhaoheng Li, Wei Ding, Silu Huang, Zikang Wang, Yuanjin Lin, Ke Wu, Yongjoo Park, Jianjun Chen",https://arxiv.org/pdf/2511.14748,"Subjects:
Databases (cs.DB)",Databases (cs.DB)
arXiv:2511.14745,Look-Ahead Reasoning on Learning Platforms,学习平台上的前瞻性推理,"Haiqing Zhu, Tijana Zrnic, Celestine Mendler-Dünner",https://arxiv.org/pdf/2511.14745,"Subjects:
Machine Learning (cs.LG); Computer Science and Game Theory (cs.GT); Machine Learning (stat.ML)","Machine Learning (cs.LG),  Computer Science and Game Theory (cs.GT),  Machine Learning (stat.ML)"
arXiv:2511.14744,Measuring AI Progress in Drug Discovery: A Reproducible Leaderboard for the Tox21 Challenge,衡量药物发现中的AI进展：Tox21挑战的可重复排行榜,"Antonia Ebner, Christoph Bartmann, Sonja Topf, Sohvi Luukkonen, Johannes Schimunek, Günter Klambauer",https://arxiv.org/pdf/2511.14744,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
arXiv:2511.14743,Beyond Means: A Dynamic Framework for Predicting Customer Satisfaction,超越平均值：预测客户满意度的动态框架,"Christof Naumzik, Abdurahman Maarouf, Stefan Feuerriegel, Markus Weinmann",https://arxiv.org/pdf/2511.14743,"Subjects:
Machine Learning (cs.LG)",Machine Learning (cs.LG)
