id,title,title_zh,authors,url,subjects,subject_split
arXiv:2511.13720,Back to Basics: Let Denoising Generative Models Denoise,回归基础：让去噪生成模型去噪,"Tianhong Li, Kaiming He",https://arxiv.org/pdf/2511.13720,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.13719,Scaling Spatial Intelligence with Multimodal Foundation Models,通过多模态基础模型扩展空间智能,"Zhongang Cai, Ruisi Wang, Chenyang Gu, Fanyi Pu, Junxiang Xu, Yubo Wang, Wanqi Yin, Zhitao Yang, Chen Wei, Qingping Sun, Tongxi Zhou, Jiaqi Li, Hui En Pang, Oscar Qian, Yukun Wei, Zhiqian Lin, Xuanke Shi, Kewang Deng, Xiaoyang Han, Zukai Chen, Xiangyu Fan, Hanming Deng, Lewei Lu, Liang Pan, Bo Li, Ziwei Liu, Quan Wang, Dahua Lin, Lei Yang",https://arxiv.org/pdf/2511.13719,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG); Multimedia (cs.MM); Robotics (cs.RO)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG),  Multimedia (cs.MM),  Robotics (cs.RO)"
arXiv:2511.13717,TZ-LLM: Protecting On-Device Large Language Models with Arm TrustZone,TZ-LLM：使用Arm TrustZone保护设备上的大型语言模型,"Xunjie Wang, Jiacheng Shi, Zihan Zhao, Yang Yu, Zhichao Hua, Jinyu Gu",https://arxiv.org/pdf/2511.13717,"Subjects:
Cryptography and Security (cs.CR)",Cryptography and Security (cs.CR)
arXiv:2511.13715,Segment Anything Across Shots: A Method and Benchmark,跨镜头分割任何东西：一种方法和基准,"Hengrui Hu, Kaining Ying, Henghui Ding",https://arxiv.org/pdf/2511.13715,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.13714,UnSAMv2: Self-Supervised Learning Enables Segment Anything at Any Granularity,UnSAMv2：自监督学习使任何粒度的分割成为可能,"Junwei Yu, Trevor Darrell, XuDong Wang",https://arxiv.org/pdf/2511.13714,"Subjects:
Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Computer Vision and Pattern Recognition (cs.CV),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
arXiv:2511.13713,Free-Form Scene Editor: Enabling Multi-Round Object Manipulation like in a 3D Engine,自由形式场景编辑器：像在3D引擎中一样启用多轮对象操作,"Xincheng Shuai, Zhenyuan Qin, Henghui Ding, Dacheng Tao",https://arxiv.org/pdf/2511.13713,"Subjects:
Computer Vision and Pattern Recognition (cs.CV)",Computer Vision and Pattern Recognition (cs.CV)
arXiv:2511.13712,From Black Box to Insight: Explainable AI for Extreme Event Preparedness,从黑箱到洞察：极端事件准备的可解释人工智能,"Kiana Vu, İsmet Selçuk Özer, Phung Lai, Zheng Wu, Thilanka Munasinghe, Jennifer Wei",https://arxiv.org/pdf/2511.13712,"Subjects:
Machine Learning (cs.LG); Artificial Intelligence (cs.AI)","Machine Learning (cs.LG),  Artificial Intelligence (cs.AI)"
arXiv:2511.13710,From Power to Precision: Learning Fine-grained Dexterity for Multi-fingered Robotic Hands,从力量到精确：学习多指机器人手的细粒度灵巧性,"Jianglong Ye, Lai Wei, Guangqi Jiang, Changwei Jing, Xueyan Zou, Xiaolong Wang",https://arxiv.org/pdf/2511.13710,"Subjects:
Robotics (cs.RO); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)","Robotics (cs.RO),  Artificial Intelligence (cs.AI),  Machine Learning (cs.LG)"
arXiv:2511.13707,OpenRoboCare: A Multimodal Multi-Task Expert Demonstration Dataset for Robot Caregiving,OpenRoboCare：用于机器人护理的多模态多任务专家演示数据集,"Xiaoyu Liang, Ziang Liu, Kelvin Lin, Edward Gu, Ruolin Ye, Tam Nguyen, Cynthia Hsu, Zhanxin Wu, Xiaoman Yang, Christy Sum Yu Cheung, Harold Soh, Katherine Dimitropoulou, Tapomayukh Bhattacharjee",https://arxiv.org/pdf/2511.13707,"Subjects:
Robotics (cs.RO)",Robotics (cs.RO)
arXiv:2511.13705,Rare Genomic Subtype Discovery from RNA-seq via Autoencoder Embeddings and Stability-Aware Clustering,通过自动编码器嵌入和稳定性感知聚类从RNA-seq中发现罕见基因组亚型,Alaa Mezghiche,https://arxiv.org/pdf/2511.13705,"Subjects:
Machine Learning (cs.LG); Genomics (q-bio.GN)","Machine Learning (cs.LG),  Genomics (q-bio.GN)"
